HouseDescription,Address,Cost
For Sale Residential 140 sqm. ,"Lipa, Batangas","₱ 997,315"
For Sale Residential 250 sqm. ,"Magallanes, Cavite",₱ 1.00 million
"For Sale Residential Farm 1,840 sqm. ","Tanay, Rizal",₱ 2.50 million
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 450,000"
"For Sale Agricultural Farm 12,000 sqm. ","Indang, Cavite",₱ 20.4 million
For Sale Residential 165 sqm. ,"Balamban, Cebu","â‚± 536,200"
For Sale Others 100 sqm. ,"Concepcion, Tarlac",â‚± 1.20 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",â‚± 1.90 million
"For Sale Agricultural Farm 10,500 sqm. ","Calaca, Batangas",â‚± 7.35 million
For Sale Others 250 sqm. ,"Tarlac City, Tarlac",â‚± 1.00 million
"For Sale Agricultural Farm 46,000 sqm. ","Calaca, Batangas",â‚± 23.0 million
For Sale Residential 188 sqm. ,"San Jose del Monte, Bulacan",â‚± 4.14 million
For Sale Commercial 475 sqm. ,"Tarlac City, Tarlac",â‚± 3.80 million
For Sale Residential 100 sqm. ,"Batangas City, Batangas","â‚± 350,000"
"For Sale Agricultural Farm 14,650 sqm. ","Nagcarlan, Laguna",â‚± 29.3 million
For Sale Agricultural Farm 100 sqm. ,"Norzagaray, Bulacan","â‚± 400,000"
For Sale Residential Farm 200 sqm. ,"Magallanes, Cavite","â‚± 900,000"
For Sale Residential 300 sqm. ,"Nasugbu, Batangas",â‚± 4.50 million
For Sale Residential Farm 100 sqm. ,"Pagadian, Zamboanga del Sur","â‚± 250,000"
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",â‚± 1.10 million
For Sale Others 274 sqm. ,"Lipa, Batangas",â‚± 1.10 million
"For Sale Residential Farm 8,333 sqm. ","Pila, Laguna",â‚± 8.33 million
"For Sale Residential Farm 1,700 sqm. ","Mendez (Mendez-NuÃ±ez), Cavite",â‚± 9.00 million
"For Sale Residential Farm 29,000 sqm. ","Cabanatuan, Nueva Ecija",â‚± 116 million
For Sale Residential 150 sqm. ,"Silang, Cavite",â‚± 1.10 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","â‚± 825,000"
For Sale Residential 421 sqm. ,"Antipolo, Rizal",â‚± 7.07 million
For Sale Residential 100 sqm. ,"Angat, Bulacan","â‚± 320,000"
"For Sale Residential Farm 53,872 sqm. ","Del Carmen, Surigao del Norte",â‚± 162 million
"For Sale Agricultural Farm 7,591 sqm. ","Cabanatuan, Nueva Ecija",₱ 2.50 million
For Sale Raw Land 100 sqm. ,"Tanay, Rizal","₱ 320,000"
For Sale Commercial 150 sqm. ,"Calatagan, Batangas","₱ 907,500"
For Sale Residential 655 sqm. ,"Alfonso, Cavite",₱ 2.62 million
For Sale Residential Farm 192 sqm. ,"Silang, Cavite",₱ 1.25 million
For Sale Residential Farm 240 sqm. ,"Silang, Cavite",₱ 1.20 million
For Sale Residential 300 sqm. ,"Rodriguez (Montalban), Rizal",₱ 2.00 million
For Sale Residential 114 sqm. ,"Puerto Princesa, Palawan",₱ 3.07 million
"For Sale Agricultural Farm 19,000 sqm. ","Calauan, Laguna",₱ 17.1 million
For Sale Residential 104 sqm. ,"Alfonso, Cavite",₱ 2.78 million
"For Sale Residential Farm 30,497 sqm. ","San Antonio, Quezon",₱ 16.0 million
For Sale Residential 120 sqm. ,"Baras, Rizal",₱ 1.08 million
"For Sale Agricultural Farm 20,000 sqm. ","Lian, Batangas",₱ 44.0 million
"For Sale Agricultural Farm 17,500 sqm. ","Alfonso, Cavite",₱ 65.6 million
"For Sale Agricultural Farm 13,529 sqm. ","Alfonso, Cavite",₱ 50.7 million
For Sale Residential 300 sqm. ,"Alfonso, Cavite",₱ 2.70 million
For Sale Residential 423 sqm. ,"Floridablanca, Pampanga","₱ 638,129"
For Sale Residential Farm 100 sqm. ,"Norzagaray, Bulacan","₱ 250,000"
For Sale Residential 63 sqm. ,"Naic, Cavite","₱ 252,000"
For Sale Residential 150 sqm. ,"Dasmariñas, Cavite",₱ 1.20 million
"For Sale Raw Land 56,316 sqm. ","Nasugbu, Batangas",₱ 56.3 million
For Sale Residential 270 sqm. ,"Mexico, Pampanga",₱ 2.70 million
"For Sale Residential Farm 9,727 sqm. ","Indang, Cavite",₱ 50.0 million
"For Sale Agricultural Farm 34,179 sqm. ","Dapa, Surigao del Norte",₱ 45.0 million
For Sale Residential 430 sqm. ,"Lapu-Lapu (Opon), Cebu",₱ 6.45 million
"For Sale Agro-Industrial Farm 1,547 sqm. ","Pinamungajan, Cebu",₱ 3.88 million
For Sale Residential Farm 100 sqm. ,"Rodriguez (Montalban), Rizal","₱ 350,000"
For Sale Residential 147 sqm. ,"San Fernando, Pampanga",₱ 2.21 million
"For Sale Agricultural Farm 10,000 sqm. ","Naujan, Oriental Mindoro",₱ 1.70 million
"For Sale Agricultural Farm 190,000 sqm. ","Arayat, Pampanga",₱ 133 million
"For Sale Residential Farm 11,844 sqm. ","Tagaytay, Cavite",₱ 49.7 million
For Sale Residential 40 sqm. ,"Norzagaray, Bulacan","₱ 326,000"
For Sale Raw Land 251 sqm. ,"Silang, Cavite",₱ 1.00 million
For Sale Residential 206 sqm. ,"Baras, Rizal",₱ 1.60 million
For Sale Residential 120 sqm. ,"San Mateo, Rizal",₱ 2.42 million
For Sale Agricultural Farm 200 sqm. ,"Tayabas, Quezon","₱ 400,000"
For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite","₱ 960,000"
For Sale Agricultural Farm 481 sqm. ,"Morong, Rizal",₱ 2.55 million
"For Sale Agricultural Farm 190,000 sqm. ","Tanay, Rizal",₱ 19.0 million
"For Sale Residential Farm 1,500 sqm. ","Amadeo, Cavite",₱ 5.25 million
"For Sale Residential Farm 1,000 sqm. ","Tuy, Batangas",₱ 1.20 million
For Sale Residential 293 sqm. ,"Antipolo, Rizal",₱ 8.12 million
For Sale Residential Farm 450 sqm. ,"Bacolod, Negros Occidental",₱ 9.93 million
For Sale Residential Farm 848 sqm. ,"Tanza, Cavite",₱ 2.54 million
"For Sale Agricultural Farm 2,678 sqm. ","Davao City, Davao del Sur",₱ 8.00 million
For Sale Residential 344 sqm. ,"Las Piñas, Metro Manila",₱ 26.3 million
For Sale Residential 130 sqm. ,"Calamba, Laguna",₱ 4.97 million
"For Sale Others 6,431 sqm. ","Batangas City, Batangas",₱ 7.96 million
"For Sale Residential Farm 6,990 sqm. ","Pila, Laguna",₱ 9.09 million
For Sale Residential 120 sqm. ,"Lian, Batangas",₱ 1.32 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 2.63 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 2.00 million
"For Sale Agricultural Farm 13,000 sqm. ","Mabalacat, Pampanga",₱ 41.6 million
For Sale Residential 500 sqm. ,"Lipa, Batangas",₱ 10.4 million
For Sale Residential 66 sqm. ,"Calamba, Laguna","₱ 591,360"
For Sale Residential 491 sqm. ,"Nasugbu, Batangas",₱ 9.82 million
For Sale Residential Farm 240 sqm. ,"Silang, Cavite",₱ 1.20 million
"For Sale Agricultural Farm 1,827 sqm. ","San Jose del Monte, Bulacan",₱ 3.58 million
For Sale Residential 120 sqm. ,"Tagum, Davao del Norte",₱ 1.20 million
"For Sale Agricultural Farm 148,000 sqm. ","Tagaytay, Cavite",₱ 592 million
For Sale Residential 182 sqm. ,"Ronda, Cebu","₱ 637,000"
"For Sale Residential 24,000 sqm. ","San Jose, Occidental Mindoro",₱ 5.00 million
For Sale Residential 50 sqm. ,"Consolacion, Cebu","₱ 453,300"
"For Sale Others 54,058 sqm. ","Malolos, Bulacan",₱ 243 million
"For Sale Agricultural Farm 25,000 sqm. ","Balungao, Pangasinan",₱ 3.30 million
"For Sale Residential Farm 10,375 sqm. ","Calatagan, Batangas",₱ 36.3 million
"For Sale Residential Farm 16,623 sqm. ","Malasiqui, Pangasinan",₱ 11.3 million
For Sale Residential Farm 200 sqm. ,"Lemery, Batangas","₱ 500,000"
"For Sale Agricultural Farm 1,000 sqm. ","Magallanes, Cavite",₱ 1.25 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 379,800"
For Sale Residential Farm 255 sqm. ,"General Emilio Aguinaldo, Cavite",₱ 1.15 million
For Sale Residential 40 sqm. ,"Norzagaray, Bulacan","₱ 326,000"
For Sale Residential Farm 200 sqm. ,"Lemery, Batangas","₱ 500,000"
For Sale Residential 80 sqm. ,"Norzagaray, Bulacan","₱ 320,000"
For Sale Residential 328 sqm. ,"Antipolo, Rizal",₱ 8.00 million
For Sale Residential Farm 500 sqm. ,"Indang, Cavite",₱ 1.75 million
"For Sale Residential Farm 40,000 sqm. ","Samal, Davao del Norte",₱ 18.0 million
For Sale Residential 141 sqm. ,"Santa Maria, Bulacan",₱ 1.70 million
For Sale Commercial 250 sqm. ,"Tanay, Rizal",₱ 2.00 million
For Sale Residential 300 sqm. ,"Silang, Cavite",₱ 1.65 million
"For Sale Residential Farm 35,000 sqm. ","Rosario, Batangas",₱ 50.0 million
For Sale Residential 764 sqm. ,"Calamba, Laguna",₱ 5.98 million
"For Sale Residential Farm 1,000 sqm. ","Magallanes, Cavite",₱ 3.90 million
For Sale Residential Farm 100 sqm. ,"Pilar, Abra","₱ 390,000"
"For Sale Residential Farm 10,200 sqm. ","Amadeo, Cavite",₱ 35.7 million
For Sale Residential 52 sqm. ,"Norzagaray, Bulacan","₱ 317,200"
"For Sale Agricultural Farm 146,409 sqm. ","Villasis, Pangasinan",₱ 87.8 million
"For Sale Agricultural Farm 4,300 sqm. ","Urdaneta, Pangasinan",₱ 21.5 million
For Sale Residential Farm 150 sqm. ,"Tagaytay, Cavite",₱ 1.80 million
"For Sale Residential Farm 15,505 sqm. ","San Jose, Batangas",₱ 13.6 million
For Sale Residential 212 sqm. ,"Angeles, Pampanga",₱ 4.03 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.60 million
"For Sale Residential Farm 880,000 sqm. ","Panabo, Davao del Norte",₱ 12.2 million
"For Sale Agricultural Farm 27,165 sqm. ","General Luna, Surigao del Norte",₱ 68.8 million
For Sale Residential 223 sqm. ,"Lipa, Batangas",₱ 2.60 million
"For Sale Residential Farm 75,000 sqm. ","San Juan, Batangas",₱ 31.5 million
For Sale Residential Farm 120 sqm. ,"Pililla, Rizal","₱ 960,000"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 825,000"
"For Sale Residential Farm 1,271 sqm. ","Pililla, Rizal",₱ 6.54 million
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",₱ 1.00 million
"For Sale Residential Farm 9,106 sqm. ","Batangas City, Batangas",₱ 13.7 million
For Sale Residential 477 sqm. ,"Santa Rosa, Laguna",₱ 11.5 million
For Sale Residential 364 sqm. ,"Tagaytay, Cavite",₱ 5.80 million
"For Sale Agricultural Farm 7,535 sqm. ","Indang, Cavite",₱ 16.6 million
"For Sale Residential Farm 1,111 sqm. ","Silang, Cavite",₱ 10.5 million
For Sale Residential 331 sqm. ,"Agoo, La Union",₱ 2.85 million
"For Sale Agricultural Farm 2,400 sqm. ","Calatagan, Batangas",₱ 3.60 million
"For Sale Agricultural Farm 200,000,000 sqm. ","Dipaculao, Aurora",₱ 34.1 billion
For Sale Residential 177 sqm. ,"Plaridel, Bulacan",₱ 1.24 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 1.10 million
"For Sale Agricultural Farm 81,206 sqm. ","San Pablo, Laguna",₱ 92.3 million
For Sale Residential Farm 100 sqm. ,"Norzagaray, Bulacan","₱ 350,000"
"For Sale Residential Farm 24,813 sqm. ","Bayugan, Agusan del Sur",₱ 62.0 million
"For Sale Commercial 200,000 sqm. ","Manila, Metro Manila",₱ 103 billion
For Sale Residential Farm 650 sqm. ,"Nasugbu, Batangas",₱ 2.00 million
"For Sale Raw Land 65,000 sqm. ","Nasugbu, Batangas",₱ 42.2 million
For Sale Residential Farm 388 sqm. ,"Indang, Cavite",₱ 1.09 million
For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal",₱ 5.25 million
For Sale Raw Land 100 sqm. ,"Taysan, Batangas","₱ 400,000"
For Sale Commercial 300 sqm. ,"San Juan, Batangas",₱ 18.3 million
For Sale Residential Farm 300 sqm. ,"Indang, Cavite","₱ 990,000"
"For Sale Agricultural Farm 10,000 sqm. ","Tuy, Batangas",₱ 4.00 million
For Sale Residential 326 sqm. ,"Laurel, Batangas",₱ 4.70 million
"For Sale Raw Land 65,000 sqm. ","Nasugbu, Batangas",₱ 42.2 million
"For Sale Agricultural Farm 11,843 sqm. ","Cabiao, Nueva Ecija",₱ 1.60 million
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 577,500"
For Sale Residential 120 sqm. ,"Bauan, Batangas",₱ 1.27 million
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite",₱ 1.55 million
"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite",₱ 1.80 million
"For Sale Agricultural Farm 1,000 sqm. ","Tabuelan, Cebu",₱ 1.00 million
For Sale Raw Land 100 sqm. ,"Norzagaray, Bulacan","₱ 300,000"
For Sale Commercial 875 sqm. ,"Pililla, Rizal",₱ 8.75 million
For Sale Commercial 413 sqm. ,"Bocaue, Bulacan",₱ 44.5 million
For Sale Residential Farm 50 sqm. ,"Tanay, Rizal","₱ 325,000"
For Sale Residential Farm 300 sqm. ,"Pililla, Rizal",₱ 1.17 million
For Sale Residential Farm 120 sqm. ,"Tagaytay, Cavite",₱ 1.44 million
For Sale Residential 208 sqm. ,"Taytay, Rizal",₱ 5.81 million
"For Sale Residential Farm 27,413 sqm. ","San Francisco (Aurora), Quezon",₱ 11.0 million
"For Sale Residential Farm 1,000 sqm. ","Nasugbu, Batangas",₱ 3.00 million
For Sale Residential 566 sqm. ,"Calamba, Laguna",₱ 29.2 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 825,000"
"For Sale Residential Farm 3,336 sqm. ","Amadeo, Cavite",₱ 9.50 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 825,000"
For Sale Residential Farm 500 sqm. ,"General Emilio Aguinaldo, Cavite",₱ 1.15 million
"For Sale Agricultural Farm 90,000 sqm. ","Maramag, Bukidnon",₱ 8.00 million
For Sale Residential 150 sqm. ,"Daanbantayan, Cebu",₱ 1.13 million
"For Sale Agricultural Farm 3,500,000 sqm. ","Iba, Zambales",₱ 875 million
"For Sale Agricultural Farm 50,000 sqm. ","Santo Tomas, Davao del Norte",₱ 12.0 million
For Sale Residential 50 sqm. ,"Lapu-Lapu (Opon), Cebu","₱ 429,000"
For Sale Residential 36 sqm. ,"Pililla, Rizal","₱ 215,800"
"For Sale Agricultural Farm 30,001 sqm. ","Coron, Palawan",₱ 6.00 million
"For Sale Residential Farm 6,059 sqm. ","Cavite City, Cavite",₱ 7.88 million
"For Sale Residential 3,465 sqm. ","Puerto Princesa, Palawan",₱ 8.66 million
"For Sale Agricultural Farm 29,723 sqm. ","Porac, Pampanga",₱ 13.0 million
For Sale Residential 781 sqm. ,"Cotabato City, Maguindanao",₱ 1.40 million
"For Sale Agricultural Farm 52,000 sqm. ","Kidapawan, Cotabato",₱ 12.0 million
For Sale Residential 144 sqm. ,"San Jose del Monte, Bulacan",₱ 1.70 million
"For Sale Residential Farm 9,000 sqm. ","Amadeo, Cavite",₱ 22.5 million
"For Sale Others 10,000 sqm. ","El Nido (Bacuit), Palawan",₱ 25.0 million
"For Sale Agro-Industrial Farm 12,000 sqm. ","Arayat, Pampanga",₱ 4.80 million
"For Sale Residential Farm 36,000 sqm. ","Indang, Cavite",₱ 25.2 million
"For Sale Agricultural Farm 11,223 sqm. ","Alfonso, Cavite",₱ 15.7 million
For Sale Residential 100 sqm. ,"Consolacion, Cebu","₱ 700,000"
For Sale Residential 255 sqm. ,"General Emilio Aguinaldo, Cavite",₱ 1.15 million
For Sale Commercial 700 sqm. ,"Lapu-Lapu (Opon), Cebu",₱ 7.00 million
"For Sale Agricultural Farm 6,545 sqm. ","Ibaan, Batangas",₱ 13.5 million
For Sale Residential 255 sqm. ,"General Emilio Aguinaldo, Cavite",₱ 1.15 million
For Sale Residential Farm 120 sqm. ,"Indang, Cavite","₱ 540,000"
For Sale Residential Farm 50 sqm. ,"Pililla, Rizal","₱ 250,000"
For Sale Residential 150 sqm. ,"Lipa, Batangas",₱ 1.35 million
For Sale Residential 489 sqm. ,"Maribojoc, Bohol","₱ 400,000"
For Sale Residential 279 sqm. ,"Biñan, Laguna",₱ 4.46 million
For Sale Residential 50 sqm. ,"Pililla, Rizal","₱ 265,000"
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","₱ 630,000"
"For Sale Others 7,395 sqm. ","Silang, Cavite",₱ 16.3 million
"For Sale Residential Farm 4,000 sqm. ","San Jose, Batangas",₱ 9.85 million
For Sale Residential 602 sqm. ,"Tiaong, Quezon",₱ 6.15 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 1.02 million
For Sale Residential 120 sqm. ,"Silang, Cavite","₱ 876,000"
"For Sale Others 32,292 sqm. ","Tagaytay, Cavite",₱ 452 million
"For Sale Residential Farm 2,100 sqm. ","Indang, Cavite",₱ 6.72 million
"For Sale Residential Farm 2,800 sqm. ","Tagaytay, Cavite",₱ 16.0 million
For Sale Residential Farm 250 sqm. ,"San Mateo, Rizal",₱ 5.00 million
"For Sale Agro-Industrial Farm 1,870,000 sqm. ","Mabini, Pangasinan",₱ 281 million
For Sale Residential 196 sqm. ,"Silang, Cavite",₱ 3.53 million
For Sale Residential 250 sqm. ,"San Mateo, Rizal",₱ 5.00 million
"For Sale Agricultural Farm 1,004 sqm. ","Indang, Cavite",₱ 2.81 million
"For Sale Agricultural Farm 19,317 sqm. ","San Juan, Batangas",₱ 222 million
"For Sale Agricultural Farm 3,000 sqm. ","Lipa, Batangas",₱ 4.20 million
"For Sale Residential Farm 22,715 sqm. ","San Rafael, Bulacan",₱ 15.9 million
"For Sale Agricultural Farm 1,004 sqm. ","Indang, Cavite",₱ 2.81 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 2.20 million
"For Sale Agricultural Farm 112,380 sqm. ","San Ildefonso, Bulacan",₱ 169 million
"For Sale Commercial 33,100 sqm. ","Dasmariñas, Cavite",₱ 397 million
For Sale Residential 301 sqm. ,"Angono, Rizal",₱ 4.00 million
"For Sale Residential Farm 1,000 sqm. ","Tiaong, Quezon","₱ 750,000"
"For Sale Residential Farm 1,720 sqm. ","Natividad, Pangasinan",₱ 8.50 million
For Sale Residential 600 sqm. ,"Alaminos, Pangasinan","₱ 800,000"
"For Sale Agricultural Farm 13,000 sqm. ","Carmen, Davao del Norte",₱ 3.00 million
For Sale Residential 900 sqm. ,"Alfonso, Cavite",₱ 3.15 million
For Sale Residential 275 sqm. ,"Carmona, Cavite",₱ 6.90 million
"For Sale Agricultural Farm 25,564 sqm. ","Candaba, Pampanga",₱ 5.50 million
For Sale Residential Farm 300 sqm. ,"Silang, Cavite",₱ 1.95 million
"For Sale Agricultural Farm 276,775 sqm. ","Albuera, Leyte",₱ 70.6 million
"For Sale Raw Land 2,734 sqm. ","Tanay, Rizal",₱ 5.47 million
"For Sale Agro-Industrial Farm 2,830 sqm. ","Orani, Bataan",₱ 12.0 million
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon","₱ 800,000"
"For Sale Residential Farm 2,500 sqm. ","Trece Martires, Cavite",₱ 7.50 million
"For Sale Residential Farm 5,000 sqm. ","Tuy, Batangas",₱ 3.25 million
For Sale Residential Farm 450 sqm. ,"Porac, Pampanga",₱ 1.13 million
"For Sale Agricultural Farm 3,000 sqm. ","Lipa, Batangas",₱ 4.80 million
"For Sale Agricultural Farm 56,000 sqm. ","Manolo Fortich, Bukidnon",₱ 14.0 million
For Sale Agricultural Farm 250 sqm. ,"Tanay, Rizal","₱ 749,500"
For Sale Commercial 216 sqm. ,"Manila, Metro Manila",₱ 30.0 million
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 960,000"
"For Sale Agricultural Farm 30,000 sqm. ","Siniloan, Laguna",₱ 15.0 million
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 379,800"
"For Sale Commercial 4,366 sqm. ","Amadeo, Cavite",₱ 28.4 million
For Sale Residential 150 sqm. ,"Urdaneta, Pangasinan",₱ 1.13 million
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",₱ 1.05 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
"For Sale Residential Farm 3,569 sqm. ","Villasis, Pangasinan",₱ 13.0 million
For Sale Agricultural Farm 100 sqm. ,"Batangas City, Batangas","₱ 700,000"
"For Sale Commercial 90,573 sqm. ","Polomolok, South Cotabato",₱ 160 million
"For Sale Agricultural Farm 72,000 sqm. ","Alfonso, Cavite",₱ 148 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.60 million
For Sale Residential 192 sqm. ,"San Mateo, Rizal",₱ 4.22 million
"For Sale Commercial 200,000 sqm. ","Manila, Metro Manila",₱ 108 billion
"For Sale Agricultural Farm 9,169 sqm. ","Alfonso, Cavite",₱ 22.9 million
"For Sale Agricultural Farm 17,796 sqm. ","Tagaytay, Cavite",₱ 123 million
For Sale Residential 120 sqm. ,"Dasmariñas, Cavite",₱ 1.47 million
For Sale Residential 258 sqm. ,"Tagaytay, Cavite",₱ 3.04 million
For Sale Residential Farm 650 sqm. ,"Alfonso, Cavite",₱ 2.93 million
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","₱ 875,000"
"For Sale Agricultural Farm 20,531 sqm. ","Tuy, Batangas",₱ 25.0 million
For Sale Residential Farm 207 sqm. ,"Amadeo, Cavite",₱ 1.24 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 2.00 million
For Sale Residential 170 sqm. ,"Indang, Cavite","₱ 654,500"
For Sale Residential 100 sqm. ,"Indang, Cavite","₱ 330,000"
For Sale Residential 60 sqm. ,"San Juan, Batangas",₱ 1.61 million
For Sale Residential 300 sqm. ,"Tagaytay, Cavite",₱ 6.30 million
For Sale Residential 120 sqm. ,"Taytay, Rizal",₱ 2.82 million
For Sale Agro-Industrial Farm 100 sqm. ,"Pililla, Rizal","₱ 450,000"
For Sale Residential 315 sqm. ,"Las Piñas, Metro Manila",₱ 24.0 million
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite",₱ 1.44 million
"For Sale Residential Farm 40,000 sqm. ","Baguio City Economic Zone, Baguio, Benguet",₱ 55.0 million
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",₱ 1.05 million
"For Sale Commercial 20,500 sqm. ","Santa Rosa, Laguna",₱ 1.13 billion
For Sale Residential Farm 200 sqm. ,"Claveria, Misamis Oriental","₱ 400,000"
For Sale Residential 120 sqm. ,"Indang, Cavite",₱ 1.24 million
For Sale Agricultural Farm 450 sqm. ,"Tuy, Batangas","₱ 685,000"
"For Sale Agricultural Farm 30,000 sqm. ","Coron, Palawan",₱ 30.0 million
For Sale Residential 120 sqm. ,"Calamba, Laguna",₱ 1.86 million
For Sale Residential 336 sqm. ,"Calatagan, Batangas",₱ 9.85 million
"For Sale Residential Farm 11,000 sqm. ","Amadeo, Cavite",₱ 24.2 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 379,800"
"For Sale Agricultural Farm 61,300 sqm. ","Candelaria, Quezon",₱ 21.0 million
For Sale Residential Farm 120 sqm. ,"Amadeo, Cavite","₱ 960,000"
"For Sale Agricultural Farm 103,000 sqm. ","Juban, Sorsogon",₱ 36.1 million
For Sale Agricultural Farm 500 sqm. ,"Tanay, Rizal",₱ 2.00 million
For Sale Agricultural Farm 200 sqm. ,"Amadeo, Cavite",₱ 2.60 million
For Sale Residential 494 sqm. ,"Laurel, Batangas",₱ 4.40 million
For Sale Agricultural Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
"For Sale Residential Farm 2,848 sqm. ","Trece Martires, Cavite",₱ 14.0 million
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",₱ 1.80 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 2.25 million
For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",₱ 2.50 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.75 million
"For Sale Residential Farm 15,000 sqm. ","San Jose, Batangas",₱ 18.0 million
"For Sale Residential Farm 1,053 sqm. ","Indang, Cavite",₱ 3.37 million
For Sale Residential 299 sqm. ,"Muntinlupa, Metro Manila",₱ 10.0 million
For Sale Memorial Lot 2 sqm. ,"Dasmariñas, Cavite","₱ 75,000"
"For Sale Raw Land 10,000 sqm. ","Alfonso, Cavite",₱ 20.0 million
"For Sale Agricultural Farm 127,000 sqm. ","Baras, Rizal",₱ 381 million
"For Sale Residential Farm 21,000 sqm. ","Concepcion, Iloilo",₱ 31.5 million
"For Sale Commercial 160,000 sqm. ","Malasiqui, Pangasinan",₱ 144 million
For Sale Residential 120 sqm. ,"Tanauan, Batangas",₱ 1.21 million
"For Sale Residential 2,933 sqm. ","Taguig, Metro Manila",₱ 82.1 million
For Sale Residential 240 sqm. ,"Silang, Cavite",₱ 2.40 million
"For Sale Residential Farm 12,000 sqm. ","Baras, Rizal",₱ 20.4 million
"For Sale Commercial 1,300 sqm. ","Angeles, Pampanga",₱ 52.0 million
For Sale Residential 115 sqm. ,"Silang, Cavite",₱ 2.30 million
"For Sale Residential Farm 1,203 sqm. ","Antipolo, Rizal",₱ 8.42 million
"For Sale Agro-Industrial Farm 90,000 sqm. ","Taguig, Metro Manila",₱ 495 million
"For Sale Agricultural Farm 9,894 sqm. ","San Jose, Batangas",₱ 18.5 million
For Sale Residential 179 sqm. ,"Santa Rosa, Laguna",₱ 5.20 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","â‚± 495,000"
For Sale Residential Farm 240 sqm. ,"Silang, Cavite",â‚± 1.08 million
For Sale Agricultural Farm 350 sqm. ,"Mabalacat, Pampanga",â‚± 1.30 million
For Sale Residential 250 sqm. ,"San Fernando, Pampanga",â‚± 3.40 million
"For Sale Agricultural Farm 13,770 sqm. ","Barili, Cebu",â‚± 5.00 million
"For Sale Residential Farm 1,000 sqm. ","Laguindingan, Misamis Oriental",â‚± 3.50 million
"For Sale Agricultural Farm 30,000 sqm. ","Cavinti, Laguna",â‚± 24.0 million
For Sale Residential Farm 100 sqm. ,"Morong, Rizal","â‚± 360,000"
"For Sale Residential 3,300 sqm. ","Ballesteros, Cagayan",â‚± 3.00 million
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","â‚± 875,000"
For Sale Residential 423 sqm. ,"Tagaytay, Cavite",â‚± 23.3 million
"For Sale Residential 1,288 sqm. ","Lipa, Batangas",â‚± 10.2 million
For Sale Residential 215 sqm. ,"Mabalacat, Pampanga",â‚± 2.68 million
For Sale Residential 249 sqm. ,"Consolacion, Cebu",â‚± 1.52 million
For Sale Residential 100 sqm. ,"Malolos, Bulacan",â‚± 1.03 million
"For Sale Agricultural Farm 17,791 sqm. ","Tagaytay, Cavite",â‚± 123 million
For Sale Residential 92 sqm. ,"Trece Martires, Cavite","â‚± 700,000"
"For Sale Agricultural Farm 250,000 sqm. ","Bongabong, Oriental Mindoro",â‚± 18.0 million
For Sale Residential Farm 500 sqm. ,"Pililla, Rizal","â‚± 750,000"
"For Sale Residential Farm 5,304 sqm. ","Lipa, Batangas",â‚± 18.0 million
"For Sale Residential Farm 3,316 sqm. ","Silang, Cavite",â‚± 7.30 million
For Sale Residential Farm 149 sqm. ,"Calamba, Laguna",â‚± 2.84 million
