Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
United States,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,65000
United States,Microsoft SQL Server,17,Full time employee,DBA,50,Private business,153000
United States,Microsoft SQL Server,12,Full time employee,DBA,50,Private business,116000
United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,135000
United States,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,122000
United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,125000
United States,Microsoft SQL Server,10,Full time employee,Engineer,90,Private business,110000
United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,125000
United States,Microsoft SQL Server,8,Full time employee,DBA,42,Private business,80000
United Kingdom,Microsoft SQL Server,9,Full time employee,Architect,55,Private business,60000
United States,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,DBA,42,Federal government,108250
United States,Microsoft SQL Server,10,Full time employee,DBA,42,State/province government,91000
United States,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,120000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,120000
Canada,Microsoft SQL Server,6,Full time employee,DBA,38,Private business,53000
United States,Microsoft SQL Server,10,Full time employee,DBA,40,Local government,103900
Germany,Microsoft SQL Server,14,Full time employee,Architect,45,Private business,84826
United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,105000
United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,120000
United States,Microsoft SQL Server,7,Full time employee,DBA,42,Private business,100000
United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,38,Private business,41000
United States,Microsoft SQL Server,23,Full time employee,DBA,45,Private business,130500
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Architect,45,Private business,149000
United States,Microsoft SQL Server,5,Full time employee,Data Scientist,40,Private business,58000
United States,Microsoft SQL Server,6,Full time employee of a consulting/contracting company,DBA,45,Federal government,85000
United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,92000
United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,100000
United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",42,Private business,120000
United States,Microsoft SQL Server,12,Full time employee,DBA,50,State/province government,80939
United States,Microsoft SQL Server,2,Full time employee,Analyst,40,Private business,92000
United States,Microsoft SQL Server,13,Full time employee,Architect,40,Private business,120000
United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,130000
United States,Microsoft SQL Server,10,Full time employee,Analyst,40,Private business,90000
United States,Microsoft SQL Server,10,Full time employee,DBA,38,Private business,96000
United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,98000
Canada,Microsoft SQL Server,8,Full time employee,DBA,40,Federal government,75000
United States,Microsoft SQL Server,13,Full time employee,DBA,45,Private business,91000
United States,Other,1,Full time employee,Engineer,40,Private business,140000
Canada,Microsoft SQL Server,18,Full time employee,Architect,40,Private business,81000
United Kingdom,Microsoft SQL Server,9,Full time employee,Manager,40,Private business,87000
United States,Microsoft SQL Server,5,Full time employee,DBA,40,Local government,76000
United States,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,105000
United States,Microsoft SQL Server,15,Independent or freelancer or company owner,"Developer: App code (C#, JS, etc)",32,Private business,92000
United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,57500
United States,Microsoft SQL Server,2,Full time employee,DBA,42,State/province government,55600
United States,Microsoft SQL Server,3,Full time employee,DBA,42,Private business,39000
United States,Microsoft SQL Server,25,Full time employee,DBA,45,Local government,80000
United Kingdom,Microsoft SQL Server,14,Full time employee,Developer: T-SQL,44,Private business,75000
United States,Microsoft SQL Server,24,Full time employee of a consulting/contracting company,DBA,50,Private business,90000
United States,SAP,5,Full time employee,DBA,42,Private business,115000
United States,Microsoft SQL Server,8,Full time employee,Manager,55,Private business,142500
United States,Microsoft SQL Server,10,Full time employee,DBA,43,Private business,120000
United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,120000
United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,45,Private business,85000
United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,37,Private business,55908
United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,37,Local government,47414
United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,120000
United States,Microsoft SQL Server,5,Full time employee,DBA,35,Private business,110000
United States,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,102000
United States,Microsoft SQL Server,16,Full time employee,Manager,40,Private business,129780
United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,155000
Canada,Microsoft SQL Server,10,Independent or freelancer or company owner,DBA,40,Private business,64500
United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,120000
United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,40,Private business,98600
United States,Microsoft SQL Server,15,Full time employee,Manager,50,Private business,90000
Sweden,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,62666
Canada,Microsoft SQL Server,16,Full time employee,DBA,38,State/province government,111214
Mexico,Microsoft SQL Server,10,Full time employee,DBA,40,State/province government,20000
United States,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,115000
United States,Microsoft SQL Server,18,Full time employee,Architect,50,Private business,200000
Canada,Microsoft SQL Server,15,Full time employee,DBA,37,State/province government,65000
United States,Microsoft SQL Server,2,Full time employee,DBA,40,Local government,98000
United States,Microsoft SQL Server,16,Full time employee,Engineer,40,Private business,146000
Canada,Microsoft SQL Server,11,Full time employee,DBA,40,State/province government,65000
United States,Microsoft SQL Server,17,Full time employee,DBA,45,Private business,115000
United States,Oracle,15,Full time employee of a consulting/contracting company,DBA,50,Private business,136000
United States,Microsoft SQL Server,16,Full time employee,Developer: T-SQL,40,Private business,127500
Canada,Microsoft SQL Server,25,Full time employee,DBA,42,Private business,57512
United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,148000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,DBA,42,Private business,130000
United States,Microsoft SQL Server,14,Full time employee,Developer: T-SQL,40,Private business,155000
United States,Microsoft SQL Server,15,Full time employee,Architect,44,Private business,108000
United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,40,Private business,115544
United States,Microsoft SQL Server,7,Full time employee,DBA,60,Private business,102000
United States,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,93500
United States,Microsoft SQL Server,17,Full time employee,Architect,45,Private business,103000
United States,Microsoft SQL Server,15,Full time employee,DBA,60,Private business,98800
United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,92000
United States,Microsoft SQL Server,3,Full time employee,DBA,50,Private business,77000
United States,Microsoft SQL Server,12,Full time employee,Analyst,50,Private business,100000
United States,Microsoft SQL Server,11,Full time employee,DBA,40,Local government,82000
United States,Microsoft SQL Server,14,Full time employee,DBA,40,Private business,119000
Netherlands,Microsoft SQL Server,16,Independent or freelancer or company owner,DBA,40,Private business,115000
United States,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,97000
United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,73000
United States,Microsoft SQL Server,15,Full time employee,DBA,45,Local government,102000
United States,Microsoft SQL Server,30,Full time employee,DBA,43,State/province government,90000
United States,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,90000
United Kingdom,Microsoft SQL Server,10,Full time employee,Engineer,40,Private business,95000
United States,Microsoft SQL Server,25,Full time employee,DBA,50,Private business,120000
United States,Microsoft SQL Server,17,Full time employee,DBA,48,Private business,120000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,DBA,57,Federal government,137000
United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,110000
United States,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,DBA,35,State/province government,120000
United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,105000
United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,92500
United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,62000
United States,Microsoft SQL Server,17,Full time employee,Manager,37,Private business,40000
United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,77000
United States,Microsoft SQL Server,14,Full time employee,DBA,42,Private business,84048
United States,Microsoft SQL Server,10,Full time employee,Architect,60,Private business,88000
United States,Microsoft SQL Server,4,Full time employee,DBA,50,Student,69725
United States,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,40000
United States,Microsoft SQL Server,4,Full time employee,DBA,45,Private business,90000
United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,50,Private business,115000
United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,40,Private business,91520
