,Address,Bedrooms,Bathrooms,Sqm,Cost
501,"Mactan, Lapu-Lapu, Cebu",5,5,360,45000000.0
502,"Nuvali, Santa Rosa, Laguna",3,2,60,4970000.0
503,"Cubao, Quezon City / QC, Metro Manila",4,7,483,37800000.0
504,"Magalang, Pampanga",2,2,54,4099999.9999999995
505,"Fairview, Quezon City / QC, Metro Manila",3,2,80,4800000.0
506,"Las Piñas, Metro Manila",3,2,102,6800000.0
507,"Lipa, Batangas",2,2,59,3530000.0
508,"Lipa, Batangas",2,1,40,1820000.0
509,"Caloocan, Metro Manila",3,1,78,6790000.0
510,"Quezon City / QC, Metro Manila",3,3,245,31300000.0
511,"Zamboanga City, Zamboanga del Sur",3,2,80,2700000.0
512,"Parañaque, Metro Manila",3,2,170,17300000.0
513,"Tanza, Cavite",3,2,45,1820000.0
514,"Caloocan, Metro Manila",2,2,52,2170000.0
515,"Subic, Zambales",5,3,166,8990000.0
516,"Magalang, Pampanga",3,2,54,3380000.0
517,"Antipolo, Rizal",3,2,92,11000000.0
518,"Lipa, Batangas",2,1,42,3610000.0
519,"Cagayan de Oro, Misamis Oriental",2,1,50,4030000.0000000005
520,"Imus, Cavite",3,2,169,8600000.0
521,"Quezon City / QC, Metro Manila",3,2,69,4650000.0
522,"Carmona, Cavite",4,4,358,52000000.0
523,"Bacoor, Cavite",3,2,66,4570000.0
524,"Bacoor, Cavite",3,2,115,8170000.0
525,"Baliuag, Bulacan",2,2,100,3200000.0
526,"Butuan, Agusan del Norte",3,2,83,4500000.0
527,"Pavia, Iloilo",2,1,35,1650000.0
528,"Las Piñas, Metro Manila",3,3,110,7800000.0
529,"Las Piñas, Metro Manila",3,3,120,6800000.0
530,"Santa Rosa, Laguna",4,3,211,29000000.0
531,"Subic, Zambales",5,3,166,8990000.0
532,"Parañaque, Metro Manila",3,3,100,7800000.0
533,"Antipolo, Rizal",3,2,92,11000000.0
534,"Baclayon, Bohol",2,2,50,2770000.0
535,"Batangas City, Batangas",3,2,75,4930000.0
536,"Batangas City, Batangas",3,2,80,5100000.0
537,"Paniqui, Tarlac",2,1,44,1850000.0
538,"Legazpi, Albay",2,2,53,5950000.0
539,"Bacoor, Cavite",3,2,87,7500000.0
540,"Dasmariñas, Cavite",2,1,46,1800000.0
541,"Alaminos, Laguna",3,2,75,4770000.0
542,"Antipolo, Rizal",3,2,78,5000000.0
543,"Malolos, Bulacan",2,2,52,3280000.0
544,"Plaridel, Bulacan",5,3,132,9240000.0
545,"Angono, Rizal",2,2,67,2710000.0
546,"Magalang, Pampanga",2,1,77,1600000.0
547,"Alaminos, Laguna",3,1,40,1000000.0
548,"Cordova, Cebu",4,2,102,6610000.0
549,"Marilao, Bulacan",2,1,30,2550000.0
550,"Marilao, Bulacan",0,1,32,1390000.0
551,"Talisay, Cebu",5,4,349,18000000.0
552,"Santa Rosa, Laguna",4,3,211,29000000.0
553,"Las Piñas, Metro Manila",4,4,320,32000000.0
554,"Parañaque, Metro Manila",3,3,100,7800000.0
555,"Baclayon, Bohol",2,2,50,2770000.0
556,"Batangas City, Batangas",3,2,75,4930000.0
557,"Batangas City, Batangas",3,2,80,5100000.0
558,"Paniqui, Tarlac",2,1,44,1850000.0
559,"Legazpi, Albay",2,2,53,5950000.0
560,"Dasmariñas, Cavite",2,1,46,1800000.0
561,"Bacoor, Cavite",3,2,87,7500000.0
562,"Alaminos, Laguna",3,1,40,1000000.0
563,"Alaminos, Laguna",3,2,75,4770000.0
564,"Antipolo, Rizal",3,2,78,5000000.0
565,"Malolos, Bulacan",2,2,52,3280000.0
566,"Plaridel, Bulacan",5,3,132,9240000.0
567,"Angono, Rizal",2,2,67,2710000.0
568,"Cordova, Cebu",4,2,102,6610000.0
569,"Talisay, Cebu",5,4,349,18000000.0
570,"Marilao, Bulacan",2,1,30,2550000.0
571,"Marilao, Bulacan",0,1,32,1390000.0
572,"General Trias, Cavite",3,2,54,2500000.0
573,"Dasmariñas, Cavite",5,3,166,14000000.0
574,"Cagayan de Oro, Misamis Oriental",2,1,46,4480000.0
575,"Antipolo, Rizal",3,3,88,6200000.0
576,"Parañaque, Metro Manila",4,4,250,16000000.0
577,"Nuvali, Santa Rosa, Laguna",3,2,60,4970000.0
578,"Cubao, Quezon City / QC, Metro Manila",4,7,483,37800000.0
579,"Danao, Cebu",3,1,50,1850000.0
580,"Bacoor, Cavite",3,3,112,7460000.0
581,"Alabang, Muntinlupa, Metro Manila",5,5,208,41200000.0
582,"Caloocan, Metro Manila",2,2,52,2170000.0
583,"New Manila, Quezon City / QC, Metro Manila",4,5,483,37800000.0
584,"Parañaque, Metro Manila",3,3,94,10500000.0
585,"Lipa, Batangas",2,1,42,3610000.0
586,"Cagayan de Oro, Misamis Oriental",2,1,50,4030000.0000000005
587,"Tanza, Cavite",3,2,55,3080000.0
588,"Las Piñas, Metro Manila",6,6,458,50200000.0
589,"Carmona, Cavite",4,4,358,52000000.0
590,"Baliuag, Bulacan",2,2,100,3200000.0
591,"General Emilio Aguinaldo, Cavite",3,2,90,5200000.0
592,"Imus, Cavite",3,2,60,2520000.0
593,"San Pascual, Batangas",4,3,83,5720000.0
594,"San Pedro, Laguna",3,5,130,6700000.0
595,"Cubao, Quezon City / QC, Metro Manila",3,4,345,38800000.0
596,"Ormoc, Leyte",2,1,44,1730000.0
597,"Butuan, Agusan del Norte",3,2,83,4500000.0
598,"Commonwealth, Quezon City / QC, Metro Manila",0,0,150,3930000.0
599,"Bacoor, Cavite",3,2,66,4570000.0
600,"Silang, Cavite",4,4,350,27000000.0
601,"Nuvali, Santa Rosa, Laguna",3,2,169,12600000.0
602,"Malaybalay, Bukidnon",3,1,42,2000000.0
603,"Ormoc, Leyte",2,1,44,1730000.0
604,"Mactan, Lapu-Lapu, Cebu",2,2,56,3900000.0
605,"Mexico, Pampanga",0,1,180,4800000.0
606,"Silang, Cavite",4,4,334,27800000.0
607,"Quezon City / QC, Metro Manila",2,2,163,20000000.0
608,"Taytay, Rizal",0,0,96,2700000.0
609,"Bacoor, Cavite",0,0,40,1800000.0
610,"Santa Maria, Pangasinan",5,5,324,7910000.0
611,"Alfonso, Cavite",3,2,121,9510000.0
612,"Rodriguez (Montalban), Rizal",0,0,42,1760000.0
613,"Indang, Cavite",6,3,150,4800000.0
614,"Cebu City, Cebu",0,0,456,13100000.0
615,"Sibulan, Negros Oriental",2,2,110,2500000.0
616,"Biñan, Laguna",3,2,94,4750000.0
617,"Manila, Metro Manila",4,4,319,52000000.0
618,"Calamba, Laguna",2,1,44,2100000.0
619,"Davao City, Davao del Sur",4,4,204,18600000.0
620,"Calbayog, Samar",3,1,101,2000000.0
621,"Quezon City / QC, Metro Manila",5,5,274,32000000.0
622,"Dasmariñas, Cavite",3,2,109,7450000.0
623,"Ormoc, Leyte",0,1,22,650000.0
624,"Calamba, Laguna",0,1,52,2100000.0
625,"Dasmariñas, Cavite",2,1,46,2000000.0
626,"Dasmariñas, Cavite",2,1,42,3000000.0
627,"Tanza, Cavite",2,1,40,1950000.0
628,"Pulilan, Bulacan",4,3,108,5410000.0
629,"Pandi, Bulacan",2,1,40,2150000.0
630,"Plaridel, Bulacan",3,2,75,5490000.0
631,"Malolos, Bulacan",4,2,96,4600000.0
632,"Tanza, Cavite",4,3,187,12600000.0
633,"Imus, Cavite",4,3,165,11300000.0
634,"Tagaytay, Cavite",2,2,70,3270000.0
635,"Bacoor, Cavite",2,2,52,4320000.0
636,"Marilao, Bulacan",3,2,60,3310000.0
637,"Valenzuela, Metro Manila",3,2,88,5400000.0
638,"Bulakan, Bulacan",2,1,44,1470000.0
639,"Batangas City, Batangas",3,2,90,5750000.0
640,"Mactan, Lapu-Lapu, Cebu",2,2,56,3900000.0
641,"Cebu City, Cebu",4,3,340,14000000.0
642,"Sibulan, Negros Oriental",2,2,110,2500000.0
643,"Baliuag, Bulacan",0,2,100,7500000.0
644,"Baliuag, Bulacan",2,1,39,2400000.0
645,"Mexico, Pampanga",0,1,180,4800000.0
646,"Pilar, Bataan",3,1,42,1830000.0
647,"Antipolo, Rizal",4,4,209,15500000.0
648,"Alfonso, Cavite",3,2,121,9510000.0
649,"Quezon City / QC, Metro Manila",3,4,253,19300000.0
650,"Rodriguez (Montalban), Rizal",0,0,42,1760000.0
651,"Quezon City / QC, Metro Manila",3,2,120,10300000.0
652,"Bacoor, Cavite",3,2,114,6610000.0
653,"Porac, Pampanga",2,1,165,2880000.0
654,"Antipolo, Rizal",3,2,79,4740000.0
655,"Manila, Metro Manila",4,5,355,36500000.0
656,"Tarlac City, Tarlac",3,2,105,1200000.0
657,"Antipolo, Rizal",4,3,150,8800000.0
658,"Antipolo, Rizal",3,3,88,6200000.0
659,"Antipolo, Rizal",6,6,250,14000000.0
660,"Panglao, Bohol",3,2,61,4000000.0
661,"Indang, Cavite",6,3,150,4800000.0
662,"Sariaya, Quezon",0,1,22,650000.0
663,"Silang, Cavite",3,3,86,4600000.0
664,"Cebu City, Cebu",0,0,456,13100000.0
665,"Biñan, Laguna",3,2,94,4750000.0
666,"Dasmariñas, Cavite",3,2,86,4000000.0
667,"Manila, Metro Manila",4,4,319,52000000.0
668,"Parañaque, Metro Manila",3,3,320,25000000.0
669,"Calamba, Laguna",2,1,44,2100000.0
670,"Alfonso, Cavite",2,1,108,5400000.0
671,"Pilar, Bataan",3,1,42,1830000.0
672,"Parañaque, Metro Manila",3,3,320,25000000.0
673,"Alfonso, Cavite",2,1,108,5400000.0
674,"Kidapawan, Cotabato",0,1,22,1000000.0
675,"Urdaneta, Pangasinan",2,2,45,3230000.0
676,"Tanza, Cavite",0,1,24,1160000.0
677,"San Pascual, Batangas",3,1,41,3400000.0
678,"Ormoc, Leyte",3,2,53,3570000.0
679,"San Jose del Monte, Bulacan",4,2,121,5000000.0
680,"Quezon City / QC, Metro Manila",4,5,492,74000000.0
681,"Dumaguete, Negros Oriental",3,2,99,5760000.0
682,"Dumaguete, Negros Oriental",4,2,200,10500000.0
683,"Quezon City / QC, Metro Manila",3,3,120,10300000.0
684,"Lipa, Batangas",2,1,42,3170000.0
685,"Antipolo, Rizal",4,3,400,25000000.0
686,"Magalang, Pampanga",2,1,40,1750000.0
687,"Carcar, Cebu",2,1,52,2170000.0
688,"Capas, Tarlac",2,1,36,2350000.0
689,"Porac, Pampanga",0,1,24,514500.0
690,"Marikina, Metro Manila",3,2,118,8800000.0
691,"Consolacion, Cebu",3,2,35,3000000.0
692,"Bacoor, Cavite",3,2,98,4600000.0
693,"Mandaluyong, Metro Manila",4,3,210,19000000.0
694,"Antipolo, Rizal",3,2,78,3350000.0
695,"Naga, Cebu",3,1,58,2890000.0
696,"Quezon City / QC, Metro Manila",3,3,143,11400000.0
697,"Lipa, Batangas",2,1,42,2570000.0
698,"Naga, Cebu",3,2,58,2890000.0
699,"Calamba, Laguna",2,2,70,2390000.0
700,"Manila, Metro Manila",4,4,314,52000000.0
701,"Lipa, Batangas",3,3,130,5500000.0
702,"Antipolo, Rizal",5,5,225,18000000.0
703,"Antipolo, Rizal",3,3,384,15000000.0
704,"Imus, Cavite",3,2,50,4400000.0
705,"San Juan, Metro Manila",4,4,227,25800000.0
706,"Cebu City, Cebu",4,5,345,26000000.0
707,"Cordova, Cebu",3,3,150,8500000.0
708,"Dasmariñas, Cavite",2,1,46,1890000.0
709,"Oton, Iloilo",0,1,22,992000.0
710,"Morong, Rizal",6,6,816,38000000.0
711,"Batangas City, Batangas",5,3,158,9930000.0
712,"Basista, Pangasinan",0,1,50,1200000.0
713,"Pulilan, Bulacan",3,3,82,4650000.0
714,"Las Piñas, Metro Manila",4,4,208,33000000.0
715,"Malolos, Bulacan",3,2,72,3980000.0
716,"Dasmariñas, Cavite",3,3,150,9350000.0
717,"Imus, Cavite",3,3,63,4980000.0
718,"Parañaque, Metro Manila",4,3,180,16000000.0
719,"Pandi, Bulacan",0,1,24,1000000.0
720,"Tanauan, Batangas",2,1,44,1890000.0
721,"Subic, Zambales",5,3,142,10700000.0
722,"San Jose del Monte, Bulacan",4,2,121,5000000.0
723,"Quezon City / QC, Metro Manila",4,5,492,74000000.0
724,"Dumaguete, Negros Oriental",3,2,99,5760000.0
725,"Dumaguete, Negros Oriental",4,2,200,10500000.0
726,"Quezon City / QC, Metro Manila",3,3,120,10300000.0
727,"Valencia, Bukidnon",0,0,42,1670000.0
728,"Lipa, Batangas",2,1,42,3170000.0
729,"Antipolo, Rizal",4,3,400,25000000.0
730,"Magalang, Pampanga",2,1,40,1750000.0
731,"Carcar, Cebu",2,1,52,2170000.0
732,"Angeles, Pampanga",4,3,140,5430000.0
733,"Mandaluyong, Metro Manila",4,3,130,14500000.0
734,"Alabang, Muntinlupa, Metro Manila",6,6,680,88000000.0
735,"Lipa, Batangas",3,2,65,3630000.0
736,"Capas, Tarlac",2,1,36,2350000.0
737,"Quezon City / QC, Metro Manila",3,4,253,19300000.0
738,"Dasmariñas, Cavite",2,1,40,4310000.0
739,"Imus, Cavite",0,1,40,1890000.0
740,"Porac, Pampanga",0,1,24,514500.0
741,"Marikina, Metro Manila",3,2,118,8800000.0
742,"Consolacion, Cebu",3,2,35,3000000.0
743,"Bacoor, Cavite",3,2,98,4600000.0
744,"Manila, Metro Manila",4,5,355,36500000.0
745,"Alabang, Muntinlupa, Metro Manila",9,9,1350,420000000.0
746,"San Juan, Metro Manila",4,6,261,25200000.0
747,"Manila, Metro Manila",4,5,390,40000000.0
748,"Muntinlupa, Metro Manila",3,3,163,9350000.0
749,"Butuan, Agusan del Norte",2,1,48,2290000.0
750,"Loyola Heights, Quezon City / QC, Metro Manila",10,12,1500,185000000.0
751,"Santo Tomas, Batangas",2,1,36,3240000.0
752,"Tanauan, Batangas",2,1,44,1890000.0
753,"Parañaque, Metro Manila",3,3,349,24000000.0
754,"Subic, Zambales",5,3,142,10700000.0
755,"Consolacion, Cebu",4,2,92,2700000.0
756,"Antipolo, Rizal",4,5,172,18000000.0
757,"Antipolo, Rizal",3,4,212,16500000.0
758,"Mactan, Lapu-Lapu, Cebu",2,2,73,2800000.0
759,"Valencia, Bukidnon",0,0,42,1670000.0
760,"Biñan, Laguna",3,4,162,22200000.0
761,"Angeles, Pampanga",4,3,140,5430000.0
762,"Santa Rosa, Laguna",4,5,302,75200000.0
763,"Padre Garcia, Batangas",0,1,70,1700000.0
764,"Dasmariñas, Cavite",2,1,40,4310000.0
765,"Imus, Cavite",0,1,40,1890000.0
766,"Mandaluyong, Metro Manila",4,3,130,14500000.0
767,"Alabang, Muntinlupa, Metro Manila",6,6,680,88000000.0
768,"Tanza, Cavite",4,3,107,8700000.0
769,"Imus, Cavite",3,2,56,4280000.0
770,"Quezon City / QC, Metro Manila",4,3,139,4900000.0
771,"Quezon City / QC, Metro Manila",5,4,194,6770000.0
772,"Lemery, Batangas",5,4,236,9600000.0
773,"Antipolo, Rizal",3,3,172,11000000.0
774,"Sariaya, Quezon",0,1,22,650000.0
775,"Silang, Cavite",3,3,86,4600000.0
776,"Tanza, Cavite",4,3,180,8500000.0
777,"Lipa, Batangas",3,2,100,2900000.0
778,"Dumaguete, Negros Oriental",3,2,41,2820000.0
779,"Antipolo, Rizal",5,5,312,30000000.0
780,"San Mateo, Rizal",5,4,298,6760000.0
781,"Rodriguez (Montalban), Rizal",3,2,119,2450000.0
782,"Rodriguez (Montalban), Rizal",4,3,122,2880000.0
783,"Marikina, Metro Manila",3,3,133,5160000.0
784,"Antipolo, Rizal",5,4,257,5990000.0
785,"Quezon City / QC, Metro Manila",2,1,112,3950000.0
786,"Dasmariñas, Cavite",3,2,86,4000000.0
787,"Balanga, Bataan",3,1,42,1700000.0
788,"Angat, Bulacan",2,1,44,1650000.0
789,"Manila, Metro Manila",5,6,355,36500000.0
790,"Cebu City, Cebu",4,4,190,14000000.0
791,"Quezon City / QC, Metro Manila",4,5,492,74000000.0
792,"Imus, Cavite",0,1,40,1890000.0
793,"Santa Rosa, Laguna",4,5,302,75200000.0
794,"Padre Garcia, Batangas",0,1,70,1700000.0
795,"Dasmariñas, Cavite",3,2,80,4000000.0
796,"Mandaluyong, Metro Manila",4,3,130,14500000.0
797,"Alabang, Muntinlupa, Metro Manila",6,6,680,88000000.0
798,"Lipa, Batangas",3,2,65,3630000.0
799,"Bacolod, Negros Occidental",2,1,46,1380000.0
800,"General Trias, Cavite",2,1,56,2069999.9999999998
801,"Santa Maria, Bulacan",4,3,113,6600000.0
802,"Angono, Rizal",3,2,304,4600000.0
803,"San Juan, Batangas",3,2,70,7870000.0
804,"Bulakan, Bulacan",2,1,40,3670000.0
805,"Padre Garcia, Batangas",2,1,48,2300000.0
806,"Quezon City / QC, Metro Manila",3,3,126,8890000.0
807,"Marilao, Bulacan",4,3,170,9570000.0
808,"General Trias, Cavite",2,1,64,1780000.0
809,"Tanza, Cavite",2,1,46,1730000.0
810,"Tanauan, Batangas",4,3,135,7570000.0
811,"Las Piñas, Metro Manila",4,3,270,11000000.0
812,"Las Piñas, Metro Manila",3,2,107,5200000.0
813,"Parañaque, Metro Manila",3,3,110,6200000.0
814,"Parañaque, Metro Manila",2,2,120,6500000.0
815,"Bacoor, Cavite",3,2,105,7830000.0
816,"Antipolo, Rizal",5,5,312,30000000.0
817,"Las Piñas, Metro Manila",4,3,115,7870000.0
818,"Dumaguete, Negros Oriental",3,2,41,2820000.0
819,"Capas, Tarlac",2,1,36,2350000.0
820,"Balanga, Bataan",3,1,42,1700000.0
821,"Angat, Bulacan",2,1,44,1650000.0
822,"Porac, Pampanga",0,1,24,514500.0
823,"Marikina, Metro Manila",3,2,118,8800000.0
824,"Consolacion, Cebu",3,2,35,3000000.0
825,"Lipa, Batangas",3,2,100,2900000.0
826,"Tanza, Cavite",4,3,180,8500000.0
827,"Bacoor, Cavite",3,2,98,4600000.0
828,"Manila, Metro Manila",5,6,355,36500000.0
829,"Mandaluyong, Metro Manila",4,3,210,19000000.0
830,"Pasig, Metro Manila",3,2,82,7500000.0
831,"Marikina, Metro Manila",3,3,133,5160000.0
832,"Antipolo, Rizal",5,5,312,30000000.0
833,"Rodriguez (Montalban), Rizal",4,3,122,2880000.0
834,"San Mateo, Rizal",5,4,206,6760000.0
835,"Antipolo, Rizal",5,4,257,5990000.0
836,"Rodriguez (Montalban), Rizal",3,2,119,2450000.0
837,"Quezon City / QC, Metro Manila",2,1,112,3950000.0
838,"Antipolo, Rizal",3,2,78,3350000.0
839,"Las Piñas, Metro Manila",4,4,349,80000000.0
840,"Quezon City / QC, Metro Manila",7,7,450,45000000.0
841,"Dumaguete, Negros Oriental",2,1,40,2830000.0
842,"Marilao, Bulacan",3,2,99,5430000.0
843,"Meycauayan, Bulacan",3,2,64,3850000.0
844,"Plaridel, Bulacan",2,1,35,1740000.0
845,"Bacolod, Negros Occidental",2,1,38,916000.0
846,"Santa Rosa, Laguna",4,4,302,79800000.0
847,"Marilao, Bulacan",4,3,181,12000000.0
848,"Numancia, Aklan",5,3,100,7220000.0
849,"Marilao, Bulacan",4,3,226,14200000.0
850,"Ormoc, Leyte",3,2,53,3570000.0
851,"Antipolo, Rizal",4,3,180,9800000.0
852,"Carcar, Cebu",3,1,42,1680000.0
853,"Marilao, Bulacan",4,3,170,9570000.0
854,"Bacoor, Cavite",5,3,134,11000000.0
855,"Dasmariñas, Cavite",3,2,80,4000000.0
856,"Minglanilla, Cebu",2,1,67,3640000.0
857,"Fairview, Quezon City / QC, Metro Manila",3,1,100,3500000.0
858,"Meycauayan, Bulacan",3,2,161,5370000.0
859,"Tagaytay, Cavite",3,2,85,8960000.0
860,"Magalang, Pampanga",3,3,90,5470000.0
861,"Tanauan, Batangas",4,3,135,7570000.0
862,"Las Piñas, Metro Manila",3,2,107,5200000.0
863,"Parañaque, Metro Manila",2,2,120,6500000.0
864,"San Fernando, Pampanga",3,2,100,4179999.9999999995
865,"Tanauan, Batangas",4,3,135,7570000.0
866,"Las Piñas, Metro Manila",3,2,107,5200000.0
867,"Parañaque, Metro Manila",2,2,120,6500000.0
868,"Parañaque, Metro Manila",3,4,187,8900000.0
869,"San Fernando, Pampanga",2,1,44,1260000.0
870,"Taal, Batangas",2,1,46,3240000.0
871,"Mactan, Lapu-Lapu, Cebu",4,3,180,12500000.0
872,"Las Piñas, Metro Manila",4,3,115,7870000.0
873,"Tanza, Cavite",2,1,49,1720000.0
874,"Pasig, Metro Manila",3,2,82,7500000.0
875,"Matalom, Leyte",3,3,113,9000000.0
876,"Quezon City / QC, Metro Manila",5,4,182,5950000.0
877,"Balanga, Bataan",5,4,282,5420000.0
878,"Quezon City / QC, Metro Manila",5,4,119,10800000.0
879,"Carcar, Cebu",2,1,62,2170000.0
880,"Tarlac City, Tarlac",0,1,28,638000.0
881,"Quezon City / QC, Metro Manila",3,3,83,6850000.0
882,"Biñan, Laguna",4,4,333,27000000.0
883,"San Juan, Metro Manila",4,5,280,42000000.0
884,"Las Piñas, Metro Manila",3,2,72,5600000.0
885,"Tanauan, Batangas",3,1,40,1000000.0
886,"Mabalacat, Pampanga",0,0,22,1170000.0
887,"Sariaya, Quezon",0,1,22,999000.0
888,"Baliuag, Bulacan",2,1,35,2380000.0
889,"Malaybalay, Bukidnon",0,1,22,655000.0
890,"Parañaque, Metro Manila",5,3,600,30000000.0
891,"San Quintin, Pangasinan",3,2,210,8000000.0
892,"Lipa, Batangas",3,2,64,3280000.0
893,"Mexico, Pampanga",0,0,52,2340000.0
894,"Bacolod, Negros Occidental",2,2,53,4790000.0
895,"Antipolo, Rizal",5,5,312,30000000.0
896,"Oton, Iloilo",3,1,42,1910000.0
897,"Santa Maria, Bulacan",5,3,142,9000000.0
898,"Manila, Metro Manila",5,4,370,34900000.0
899,"Norzagaray, Bulacan",2,1,36,2240000.0
900,"Santiago, Isabela",0,0,170,1690000.0
901,"Imus, Cavite",4,4,232,11300000.0
902,"Alaminos, Laguna",3,1,46,1000000.0
903,"Compostela, Cebu",3,3,389,9000000.0
904,"Cubao, Quezon City / QC, Metro Manila",4,4,198,18000000.0
905,"Biñan, Laguna",2,1,51,2600000.0
906,"Malvar, Batangas",2,1,48,1790000.0
907,"Baclayon, Bohol",2,2,51,1680000.0
908,"Antipolo, Rizal",0,0,245,7430000.0
909,"Valencia, Bukidnon",0,1,24,778000.0
910,"Lipa, Batangas",3,3,100,2850000.0
911,"Bacolod, Negros Occidental",5,3,142,8210000.000000001
912,"Manila, Metro Manila",5,4,370,34900000.0
913,"Las Piñas, Metro Manila",5,5,250,15500000.0
914,"Angeles, Pampanga",4,3,260,15500000.0
915,"Rodriguez (Montalban), Rizal",2,1,44,1930000.0
916,"Batangas City, Batangas",2,1,48,2000000.0
917,"Lipa, Batangas",3,1,75,2700000.0
918,"Liloan, Cebu",3,2,88,3300000.0
919,"Norzagaray, Bulacan",2,1,36,2240000.0
920,"Santiago, Isabela",0,0,170,1690000.0
921,"Mandaluyong, Metro Manila",4,4,75,7000000.0
922,"Imus, Cavite",4,4,232,11300000.0
923,"Alabang, Muntinlupa, Metro Manila",5,5,368,40000000.0
924,"San Juan, Metro Manila",4,4,218,21600000.0
925,"Cebu City, Cebu",10,12,2265,185000000.0
926,"Angeles, Pampanga",3,4,210,15000000.0
927,"General Trias, Cavite",3,2,50,2600000.0
928,"General Trias, Cavite",4,2,70,5200000.0
929,"Compostela, Cebu",3,3,389,9000000.0
930,"Quezon City / QC, Metro Manila",2,1,112,6130000.0
931,"San Jose del Monte, Bulacan",2,1,46,3120000.0
932,"Santa Maria, Bulacan",4,3,122,7050000.0
933,"Mandaluyong, Metro Manila",3,3,150,10500000.0
934,"Trece Martires, Cavite",3,1,40,1590000.0
935,"Bacolod, Negros Occidental",0,1,22,650000.0
936,"Oton, Iloilo",3,1,42,1910000.0
937,"Bacolod, Negros Occidental",2,2,53,4790000.0
938,"Calamba, Laguna",2,1,42,1490000.0
939,"General Trias, Cavite",3,2,54,2500000.0
940,"Calamba, Laguna",2,1,38,1600000.0
941,"Pandi, Bulacan",0,1,46,1010000.0
942,"General Trias, Cavite",3,2,80,4930000.0
943,"Santa Rosa, Laguna",3,3,186,15500000.0
944,"Parañaque, Metro Manila",4,4,458,32000000.0
945,"Manila, Metro Manila",5,4,370,34900000.0
946,"Naic, Cavite",2,1,45,1420000.0
947,"Naga, Camarines Sur",3,3,109,4800000.0
948,"Mabalacat, Pampanga",2,1,45,1610000.0
949,"Paombong, Bulacan",0,1,22,746424.0
950,"Santa Maria, Bulacan",5,3,142,9000000.0
951,"Biñan, Laguna",2,2,90,8920000.0
952,"Dasmariñas, Cavite",4,3,121,7730000.0
953,"Imus, Cavite",4,4,232,11300000.0
954,"Bacolor, Pampanga",3,3,152,5790000.0
955,"Palo, Leyte",2,1,42,2120000.0
956,"Dasmariñas, Cavite",3,2,109,6850000.0
957,"Biñan, Laguna",4,3,240,16000000.0
958,"San Juan, Batangas",3,2,150,15000000.0
959,"Santa Fe, Cebu",3,2,700,3600000.0
960,"Marikina, Metro Manila",4,3,112,6500000.0
961,"Balanga, Bataan",3,2,192,3390000.0
962,"Mabalacat, Pampanga",5,5,321,6960000.0
963,"Quezon City / QC, Metro Manila",3,2,110,4830000.0
964,"Angeles, Pampanga",5,5,361,9660000.0
965,"Pasig, Metro Manila",3,2,104,6480000.0
966,"Antipolo, Rizal",3,2,111,7500000.0
967,"Cainta, Rizal",4,3,208,15800000.0
968,"Antipolo, Rizal",3,3,96,6200000.0
969,"Binangonan, Rizal",3,2,62,4059999.9999999995
970,"Santa Fe, Cebu",3,2,700,3600000.0
971,"Taguig, Metro Manila",7,7,400,73000000.0
972,"Loyola Heights, Quezon City / QC, Metro Manila",4,2,100,15000000.0
973,"Quezon City / QC, Metro Manila",3,2,167,14000000.0
974,"Dumaguete, Negros Oriental",2,2,53,5350000.0
975,"Pasig, Metro Manila",3,3,201,26000000.0
976,"Antipolo, Rizal",0,0,656,14000000.0
977,"Antipolo, Rizal",3,2,86,4880000.0
978,"Antipolo, Rizal",2,2,57,3200000.0
979,"Bacolod, Negros Occidental",3,1,53,2370000.0
980,"Bacolod, Negros Occidental",3,2,66,5810000.0
981,"Kidapawan, Cotabato",2,1,44,1730000.0
982,"Santa Rosa, Laguna",4,3,143,26300000.0
983,"Lipa, Batangas",3,2,93,4600000.0
984,"General Santos (Dadiangas), South Cotabato",0,1,22,1000000.0
985,"Taytay, Rizal",3,4,200,13500000.0
986,"Balanga, Bataan",2,2,53,7830000.0
987,"Liloan, Cebu",4,2,64,5710000.0
988,"Magalang, Pampanga",2,1,32,1580000.0
989,"Minglanilla, Cebu",3,3,115,9000000.0
990,"Las Piñas, Metro Manila",3,3,140,6500000.0
991,"Lipa, Batangas",5,4,132,10400000.0
992,"Tagum, Davao del Norte",0,1,22,900000.0
993,"Antipolo, Rizal",3,3,135,9500000.0
994,"Antipolo, Rizal",4,3,147,11500000.0
995,"Antipolo, Rizal",5,4,283,15100000.0
996,"Lipa, Batangas",2,1,64,3090000.0
997,"Tagaytay, Cavite",7,4,1900,72400000.0
998,"Las Piñas, Metro Manila",4,4,180,8500000.0
999,"Las Piñas, Metro Manila",2,2,58,4850000.0
1000,"Dumaguete, Negros Oriental",2,1,40,1850000.0
1001,"Dasmariñas, Cavite",3,3,200,9250000.0
1002,"Consolacion, Cebu",3,2,56,3900000.0
1003,"Novaliches, Quezon City / QC, Metro Manila",3,2,61,5400000.0
1004,"Antipolo, Rizal",0,0,656,14000000.0
1005,"Lapu-Lapu (Opon), Cebu",3,2,56,8000000.0
1006,"Las Piñas, Metro Manila",4,3,222,11800000.0
1007,"Compostela, Cebu",2,1,66,2710000.0
1008,"Mandaue, Cebu",5,6,285,35000000.0
1009,"Mandaue, Cebu",3,3,200,9800000.0
1010,"San Jose del Monte, Bulacan",2,1,40,1880000.0
