PropertyDescription,Address,Sqm
For Sale Residential 558 sqm. ,"Mandaue, Cebu","₱ 37,323/sqm"
For Sale Residential Farm 373 sqm. ,"Tagaytay, Cavite","₱ 6,000/sqm"
"For Sale Agricultural Farm 1,500 sqm. ","Baao, Camarines Sur",₱ 233/sqm
"For Sale Agricultural Farm 1,773 sqm. ","Silang, Cavite","₱ 5,000/sqm"
For Sale Residential 500 sqm. ,"Baguio City Economic Zone, Baguio, Benguet","₱ 9,000/sqm"
"For Sale Residential 1,599 sqm. ","Bustos, Bulacan","₱ 5,000/sqm"
"For Sale Residential Farm 15,000 sqm. ","Sariaya, Quezon",₱ 600/sqm
"For Sale Agricultural Farm 11,000 sqm. ","Talisay, Batangas","₱ 5,000/sqm"
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite","₱ 6,200/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,200/sqm"
For Sale Residential Farm 191 sqm. ,"Santo Tomas, Batangas","₱ 10,500/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon",₱ 850/sqm
For Sale Residential Farm 191 sqm. ,"Santo Tomas, Batangas","₱ 10,500/sqm"
"For Sale Residential 1,197 sqm. ","Silang, Cavite","₱ 9,500/sqm"
"For Sale Residential Farm 2,000 sqm. ","Naga, Camarines Sur","₱ 2,500/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 6,500/sqm"
"For Sale Raw Land 578,254 sqm. ","Dumangas, Iloilo",₱ 600/sqm
"For Sale Agricultural Farm 3,000 sqm. ","Tanay, Rizal","₱ 2,500/sqm"
"For Sale Agro-Industrial Farm 1,220,000 sqm. ","Malungon, Sarangani",₱ 36/sqm
For Sale Residential Farm 100 sqm. ,"Cavinti, Laguna","₱ 9,000/sqm"
For Sale Residential 972 sqm. ,"Santa Rosa, Laguna","₱ 69,305/sqm"
For Sale Residential 756 sqm. ,"Santa Rosa, Laguna","₱ 69,365/sqm"
"For Sale Agricultural Farm 2,141 sqm. ","Silang, Cavite","₱ 4,500/sqm"
For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite","₱ 8,000/sqm"
"For Sale Residential Farm 67,983 sqm. ","Villasis, Pangasinan","₱ 1,500/sqm"
"For Sale Residential Farm 2,666 sqm. ","Dauin, Negros Oriental","₱ 2,813/sqm"
For Sale Memorial Lot 2 sqm. ,"Santa Rosa, Laguna","₱ 104,166/sqm"
"For Sale Agricultural Farm 105,000 sqm. ","San Juan, Batangas",₱ 350/sqm
For Sale Residential 350 sqm. ,"Taytay, Rizal","₱ 45,926/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon",₱ 800/sqm
"For Sale Residential 130,000 sqm. ","Malasiqui, Pangasinan",₱ 280/sqm
For Sale Residential 311 sqm. ,"Dagupan, Pangasinan","₱ 12,000/sqm"
"For Sale Agricultural Farm 101,000 sqm. ","Calauag, Quezon",₱ 150/sqm
For Sale Residential 700 sqm. ,"Passi, Iloilo","₱ 4,500/sqm"
"For Sale Agricultural Farm 16,315 sqm. ","Borbon, Cebu",₱ 380/sqm
"For Sale Residential 2,500 sqm. ","Pagsanjan, Laguna","₱ 2,000/sqm"
For Sale Commercial 868 sqm. ,"Makati, Metro Manila","₱ 200,000/sqm"
For Sale Residential 60 sqm. ,"Pililla, Rizal","₱ 4,000/sqm"
For Sale Residential Farm 150 sqm. ,"Mendez (Mendez-Nuñez), Cavite","₱ 6,500/sqm"
"For Sale Agricultural Farm 2,000 sqm. ","Nasugbu, Batangas","₱ 1,500/sqm"
"For Sale Agricultural Farm 79,805 sqm. ","Cateel, Davao Oriental",₱ 98/sqm
"For Sale Agricultural Farm 17,000 sqm. ","Real, Quezon",₱ 205/sqm
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 5,500/sqm"
For Sale Residential 750 sqm. ,"Cagayan de Oro, Misamis Oriental","₱ 3,333/sqm"
"For Sale Agricultural Farm 16,800 sqm. ","Iloilo City, Iloilo","₱ 1,000/sqm"
"For Sale Agricultural Farm 30,086 sqm. ","Daet, Camarines Norte",₱ 199/sqm
For Sale Residential 184 sqm. ,"Taytay, Rizal","₱ 16,800/sqm"
For Sale Residential Farm 500 sqm. ,"Norzagaray, Bulacan",₱ 950/sqm
For Sale Residential 120 sqm. ,"San Jose del Monte, Bulacan","₱ 14,583/sqm"
"For Sale Agricultural Farm 50,000 sqm. ","Burgos, Pangasinan",₱ 250/sqm
"For Sale Residential 1,200 sqm. ","New Manila, Quezon City / QC, Metro Manila","₱ 160,000/sqm"
"For Sale Agricultural Farm 154,590 sqm. ","Maragondon, Cavite",₱ 700/sqm
For Sale Residential 120 sqm. ,"Tanauan, Batangas","₱ 11,140/sqm"
"For Sale Residential Farm 2,000 sqm. ","Naga, Camarines Sur","₱ 2,000/sqm"
"For Sale Residential Farm 36,000 sqm. ","Pili, Camarines Sur","₱ 6,760/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 5,800/sqm"
For Sale Agricultural Farm 300 sqm. ,"Silang, Cavite","₱ 5,000/sqm"
For Sale Residential 50 sqm. ,"Teresa, Rizal","₱ 4,888/sqm"
"For Sale Agricultural Farm 3,866 sqm. ","Mendez (Mendez-Nuñez), Cavite","₱ 3,500/sqm"
"For Sale Raw Land 10,500 sqm. ","Tigbauan, Iloilo",₱ 396/sqm
For Sale Agricultural Farm 300 sqm. ,"Silang, Cavite","₱ 5,000/sqm"
For Sale Residential 185 sqm. ,"Baliuag, Bulacan","₱ 13,837/sqm"
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 3,500/sqm"
"For Sale Agricultural Farm 14,465 sqm. ","Abucay, Bataan","₱ 2,000/sqm"
"For Sale Agricultural Farm 3,866 sqm. ","Mendez (Mendez-Nuñez), Cavite","₱ 3,500/sqm"
For Sale Residential 270 sqm. ,"Plaridel, Bulacan","₱ 10,296/sqm"
"For Sale Commercial 40,000 sqm. ","San Juan, Batangas","₱ 2,450/sqm"
For Sale Others 100 sqm. ,"Medellin, Cebu","₱ 3,000/sqm"
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite","₱ 6,000/sqm"
For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite","₱ 3,500/sqm"
For Sale Agricultural Farm 100 sqm. ,"Morong, Rizal","₱ 3,888/sqm"
For Sale Residential 100 sqm. ,"Norzagaray, Bulacan","₱ 2,500/sqm"
For Sale Residential 40 sqm. ,"Norzagaray, Bulacan","₱ 8,150/sqm"
"For Sale Commercial 1,370 sqm. ","Dagupan, Pangasinan","₱ 12,000/sqm"
For Sale Residential 276 sqm. ,"Tagaytay, Cavite","₱ 14,000/sqm"
"For Sale Raw Land 6,000 sqm. ","Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential Farm 129 sqm. ,"Santa Rosa, Laguna","₱ 34,511/sqm"
For Sale Residential Farm 100 sqm. ,"El Nido (Bacuit), Palawan","₱ 8,000/sqm"
For Sale Agricultural Farm 538 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
"For Sale Agricultural Farm 60,000 sqm. ","Mamburao, Occidental Mindoro","₱ 116,666/sqm"
"For Sale Residential 1,000 sqm. ","Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential Farm 100 sqm. ,"San Jose del Monte, Bulacan","₱ 2,500/sqm"
For Sale Agricultural Farm 250 sqm. ,"Magallanes, Cavite","₱ 3,500/sqm"
For Sale Agricultural Farm 250 sqm. ,"Magallanes, Cavite","₱ 3,500/sqm"
For Sale Residential 104 sqm. ,"Pililla, Rizal","₱ 4,500/sqm"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite","₱ 3,500/sqm"
For Sale Residential 825 sqm. ,"Liloan, Cebu","₱ 8,000/sqm"
For Sale Residential 376 sqm. ,"Nasugbu, Batangas","₱ 14,000/sqm"
For Sale Others 120 sqm. ,"Norzagaray, Bulacan","₱ 2,500/sqm"
For Sale Residential 320 sqm. ,"Tagaytay, Cavite","₱ 8,437/sqm"
"For Sale Commercial 2,000 sqm. ","Bocaue, Bulacan","₱ 15,000/sqm"
"For Sale Agricultural Farm 13,789 sqm. ","Silang, Cavite","₱ 3,500/sqm"
For Sale Residential 240 sqm. ,"San Jose del Monte, Bulacan","₱ 23,000/sqm"
For Sale Residential 300 sqm. ,"Mactan, Lapu-Lapu, Cebu","₱ 11,666/sqm"
For Sale Residential Farm 763 sqm. ,"Calamba, Laguna","₱ 6,800/sqm"
For Sale Residential 140 sqm. ,"Lipa, Batangas","₱ 7,123/sqm"
"For Sale Residential Farm 15,255 sqm. ","Lopez, Quezon","₱ 2,500/sqm"
"For Sale Residential Farm 140,000 sqm. ","Iloilo City, Iloilo",₱ 500/sqm
For Sale Residential 250 sqm. ,"Magallanes, Cavite","₱ 4,000/sqm"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 6,000/sqm"
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 4,500/sqm"
"For Sale Agricultural Farm 12,000 sqm. ","Indang, Cavite","₱ 1,700/sqm"
For Sale Residential 165 sqm. ,"Balamban, Cebu","₱ 3,249/sqm"
For Sale Others 100 sqm. ,"Concepcion, Tarlac","₱ 12,000/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 3,800/sqm"
For Sale Others 250 sqm. ,"Tarlac City, Tarlac","₱ 4,000/sqm"
For Sale Residential 188 sqm. ,"San Jose del Monte, Bulacan","₱ 22,000/sqm"
"For Sale Residential Farm 15,255 sqm. ","Lopez, Quezon","₱ 2,500/sqm"
For Sale Commercial 475 sqm. ,"Tarlac City, Tarlac","₱ 8,000/sqm"
"For Sale Residential Farm 340,000 sqm. ","Laur, Nueva Ecija",₱ 100/sqm
For Sale Residential 100 sqm. ,"Batangas City, Batangas","₱ 3,500/sqm"
For Sale Residential 300 sqm. ,"Nasugbu, Batangas","₱ 15,000/sqm"
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite","₱ 5,500/sqm"
For Sale Residential Farm 100 sqm. ,"Pagadian, Zamboanga del Sur","₱ 2,500/sqm"
For Sale Others 274 sqm. ,"Lipa, Batangas","₱ 4,014/sqm"
For Sale Residential 300 sqm. ,"Dasmariñas, Cavite","₱ 20,000/sqm"
"For Sale Residential Farm 239,805 sqm. ","Naga, Camarines Sur","₱ 1,900/sqm"
"For Sale Agricultural Farm 48,000 sqm. ","Basud, Camarines Norte",₱ 93/sqm
"For Sale Residential Farm 29,000 sqm. ","Cabanatuan, Nueva Ecija","₱ 4,000/sqm"
"For Sale Residential Farm 1,840 sqm. ","Tanay, Rizal","₱ 1,358/sqm"
"For Sale Agricultural Farm 10,500 sqm. ","Calaca, Batangas",₱ 700/sqm
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 7,300/sqm"
For Sale Residential 421 sqm. ,"Antipolo, Rizal","₱ 16,800/sqm"
For Sale Residential 100 sqm. ,"Angat, Bulacan","₱ 3,200/sqm"
For Sale Raw Land 100 sqm. ,"Tanay, Rizal","₱ 3,200/sqm"
For Sale Commercial 150 sqm. ,"Calatagan, Batangas","₱ 6,050/sqm"
"For Sale Residential Farm 8,333 sqm. ","Pila, Laguna","₱ 1,000/sqm"
For Sale Residential Farm 192 sqm. ,"Silang, Cavite","₱ 6,500/sqm"
For Sale Residential 300 sqm. ,"Rodriguez (Montalban), Rizal","₱ 6,666/sqm"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 5,500/sqm"
For Sale Residential 114 sqm. ,"Puerto Princesa, Palawan","₱ 26,929/sqm"
"For Sale Agricultural Farm 7,591 sqm. ","Cabanatuan, Nueva Ecija",â‚± 329/sqm
"For Sale Residential Farm 1,700 sqm. ","Mendez (Mendez-NuÃ±ez), Cavite","â‚± 5,294/sqm"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","â‚± 5,500/sqm"
For Sale Residential 104 sqm. ,"Alfonso, Cavite","â‚± 26,759/sqm"
For Sale Residential Farm 200 sqm. ,"Magallanes, Cavite","â‚± 4,500/sqm"
"For Sale Agricultural Farm 46,000 sqm. ","Calaca, Batangas",â‚± 500/sqm
For Sale Residential 116 sqm. ,"Quezon City / QC, Metro Manila","â‚± 64,655/sqm"
For Sale Residential 120 sqm. ,"Baras, Rizal","â‚± 9,000/sqm"
"For Sale Agricultural Farm 14,650 sqm. ","Nagcarlan, Laguna","â‚± 2,000/sqm"
"For Sale Agricultural Farm 20,000 sqm. ","Lian, Batangas","â‚± 2,200/sqm"
For Sale Residential 300 sqm. ,"Alfonso, Cavite","â‚± 9,000/sqm"
For Sale Residential 423 sqm. ,"Floridablanca, Pampanga","â‚± 1,508/sqm"
For Sale Residential 63 sqm. ,"Naic, Cavite","â‚± 4,000/sqm"
For Sale Residential 150 sqm. ,"DasmariÃ±as, Cavite","â‚± 8,000/sqm"
"For Sale Raw Land 56,316 sqm. ","Nasugbu, Batangas","â‚± 1,000/sqm"
For Sale Residential 270 sqm. ,"Mexico, Pampanga","â‚± 10,000/sqm"
For Sale Residential 655 sqm. ,"Alfonso, Cavite","â‚± 4,000/sqm"
"For Sale Residential Farm 53,872 sqm. ","Del Carmen, Surigao del Norte","â‚± 3,000/sqm"
"For Sale Residential Farm 9,727 sqm. ","Indang, Cavite","â‚± 5,140/sqm"
"For Sale Agricultural Farm 17,500 sqm. ","Alfonso, Cavite","â‚± 3,750/sqm"
"For Sale Agricultural Farm 13,529 sqm. ","Alfonso, Cavite","â‚± 3,750/sqm"
For Sale Residential 430 sqm. ,"Lapu-Lapu (Opon), Cebu","â‚± 15,000/sqm"
"For Sale Agro-Industrial Farm 1,547 sqm. ","Pinamungajan, Cebu","â‚± 2,505/sqm"
For Sale Residential Farm 240 sqm. ,"Silang, Cavite","â‚± 5,000/sqm"
For Sale Residential Farm 240 sqm. ,"Silang, Cavite","₱ 5,000/sqm"
For Sale Residential 147 sqm. ,"San Fernando, Pampanga","₱ 15,000/sqm"
"For Sale Residential Farm 11,844 sqm. ","Tagaytay, Cavite","₱ 4,200/sqm"
For Sale Raw Land 251 sqm. ,"Silang, Cavite","₱ 3,984/sqm"
For Sale Residential 40 sqm. ,"Norzagaray, Bulacan","₱ 8,150/sqm"
For Sale Residential 206 sqm. ,"Baras, Rizal","₱ 7,766/sqm"
For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite","₱ 8,000/sqm"
"For Sale Agricultural Farm 19,000 sqm. ","Calauan, Laguna",₱ 900/sqm
"For Sale Agricultural Farm 190,000 sqm. ","Tanay, Rizal",₱ 100/sqm
For Sale Residential 252 sqm. ,"Tanay, Rizal","₱ 11,000/sqm"
"For Sale Agricultural Farm 34,179 sqm. ","Dapa, Surigao del Norte","₱ 1,316/sqm"
For Sale Residential Farm 100 sqm. ,"Rodriguez (Montalban), Rizal","₱ 3,500/sqm"
"For Sale Residential Farm 1,500 sqm. ","Amadeo, Cavite","₱ 3,500/sqm"
For Sale Residential 293 sqm. ,"Antipolo, Rizal","₱ 27,713/sqm"
For Sale Residential Farm 848 sqm. ,"Tanza, Cavite","₱ 3,000/sqm"
"For Sale Agricultural Farm 10,000 sqm. ","Naujan, Oriental Mindoro",₱ 170/sqm
"For Sale Residential Farm 30,497 sqm. ","San Antonio, Quezon",₱ 524/sqm
For Sale Residential 344 sqm. ,"Las Piñas, Metro Manila","₱ 76,488/sqm"
For Sale Residential 130 sqm. ,"Calamba, Laguna","₱ 38,253/sqm"
"For Sale Others 6,431 sqm. ","Batangas City, Batangas","₱ 1,237/sqm"
For Sale Agricultural Farm 481 sqm. ,"Morong, Rizal","₱ 5,300/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 17,533/sqm"
For Sale Residential 120 sqm. ,"Lian, Batangas","₱ 11,000/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 4,000/sqm"
"For Sale Agricultural Farm 13,000 sqm. ","Mabalacat, Pampanga","₱ 3,200/sqm"
For Sale Residential 500 sqm. ,"Lipa, Batangas","₱ 20,720/sqm"
For Sale Residential 66 sqm. ,"Calamba, Laguna","₱ 8,960/sqm"
For Sale Residential 491 sqm. ,"Nasugbu, Batangas","₱ 20,000/sqm"
For Sale Residential Farm 240 sqm. ,"Silang, Cavite","₱ 5,000/sqm"
For Sale Residential Farm 450 sqm. ,"Bacolod, Negros Occidental","₱ 22,055/sqm"
"For Sale Agricultural Farm 1,827 sqm. ","San Jose del Monte, Bulacan","₱ 1,959/sqm"
For Sale Residential 182 sqm. ,"Ronda, Cebu","₱ 3,500/sqm"
"For Sale Agricultural Farm 148,000 sqm. ","Tagaytay, Cavite","₱ 4,000/sqm"
For Sale Residential 198 sqm. ,"Legazpi, Albay","₱ 38,712/sqm"
"For Sale Residential Farm 6,990 sqm. ","Pila, Laguna","₱ 1,300/sqm"
For Sale Agricultural Farm 200 sqm. ,"Tayabas, Quezon","₱ 2,000/sqm"
"For Sale Residential 24,000 sqm. ","San Jose, Occidental Mindoro",₱ 208/sqm
For Sale Residential 50 sqm. ,"Consolacion, Cebu","₱ 9,066/sqm"
"For Sale Others 54,058 sqm. ","Malolos, Bulacan","₱ 4,500/sqm"
"For Sale Residential Farm 1,000 sqm. ","Tuy, Batangas","₱ 1,200/sqm"
"For Sale Agricultural Farm 190,000 sqm. ","Arayat, Pampanga",₱ 700/sqm
"For Sale Residential Farm 16,623 sqm. ","Malasiqui, Pangasinan",₱ 680/sqm
"For Sale Agricultural Farm 2,678 sqm. ","Davao City, Davao del Sur","₱ 2,987/sqm"
For Sale Residential Farm 255 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 4,500/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 6,500/sqm"
For Sale Residential 40 sqm. ,"Norzagaray, Bulacan","₱ 8,150/sqm"
For Sale Residential 80 sqm. ,"Norzagaray, Bulacan","₱ 4,000/sqm"
For Sale Residential 328 sqm. ,"Antipolo, Rizal","₱ 24,390/sqm"
For Sale Residential 141 sqm. ,"Santa Maria, Bulacan","₱ 12,055/sqm"
For Sale Commercial 250 sqm. ,"Tanay, Rizal","₱ 8,000/sqm"
For Sale Residential 300 sqm. ,"Silang, Cavite","₱ 5,500/sqm"
"For Sale Residential Farm 35,000 sqm. ","Rosario, Batangas","₱ 1,428/sqm"
For Sale Residential Farm 500 sqm. ,"Indang, Cavite","₱ 3,500/sqm"
For Sale Residential Farm 200 sqm. ,"Lemery, Batangas","₱ 2,500/sqm"
For Sale Residential Farm 100 sqm. ,"Pilar, Abra","₱ 3,900/sqm"
For Sale Residential 52 sqm. ,"Norzagaray, Bulacan","₱ 6,100/sqm"
"For Sale Agricultural Farm 146,409 sqm. ","Villasis, Pangasinan",₱ 600/sqm
"For Sale Agricultural Farm 4,300 sqm. ","Urdaneta, Pangasinan","₱ 5,000/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Magallanes, Cavite","₱ 1,250/sqm"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 3,798/sqm"
"For Sale Residential Farm 10,375 sqm. ","Calatagan, Batangas","₱ 3,498/sqm"
For Sale Residential Farm 150 sqm. ,"Tagaytay, Cavite","₱ 12,000/sqm"
For Sale Residential 212 sqm. ,"Angeles, Pampanga","₱ 19,000/sqm"
"For Sale Agricultural Farm 25,000 sqm. ","Balungao, Pangasinan",₱ 132/sqm
"For Sale Residential Farm 880,000 sqm. ","Panabo, Davao del Norte",₱ 13/sqm
"For Sale Residential Farm 40,000 sqm. ","Samal, Davao del Norte",₱ 450/sqm
For Sale Residential 764 sqm. ,"Calamba, Laguna","₱ 7,826/sqm"
"For Sale Residential Farm 75,000 sqm. ","San Juan, Batangas",₱ 420/sqm
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 5,500/sqm"
"For Sale Residential Farm 1,000 sqm. ","Magallanes, Cavite","₱ 3,900/sqm"
For Sale Residential 477 sqm. ,"Santa Rosa, Laguna","₱ 24,109/sqm"
For Sale Residential 364 sqm. ,"Tagaytay, Cavite","₱ 15,934/sqm"
"For Sale Residential Farm 15,505 sqm. ","San Jose, Batangas",₱ 880/sqm
For Sale Others 223 sqm. ,"Lipa, Batangas","₱ 11,659/sqm"
For Sale Residential 331 sqm. ,"Agoo, La Union","₱ 8,600/sqm"
"For Sale Agricultural Farm 2,400 sqm. ","Calatagan, Batangas","₱ 1,500/sqm"
"For Sale Residential Farm 1,271 sqm. ","Pililla, Rizal","₱ 5,148/sqm"
For Sale Residential 177 sqm. ,"Plaridel, Bulacan","₱ 7,000/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 7,300/sqm"
"For Sale Commercial 200,000 sqm. ","Manila, Metro Manila","₱ 517,500/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 3,200/sqm"
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite","₱ 5,000/sqm"
For Sale Residential 150 sqm. ,"Baras, Rizal","₱ 8,500/sqm"
For Sale Raw Land 100 sqm. ,"Taysan, Batangas","₱ 4,000/sqm"
"For Sale Residential Farm 1,111 sqm. ","Silang, Cavite","₱ 9,490/sqm"
For Sale Commercial 300 sqm. ,"San Juan, Batangas","₱ 60,900/sqm"
For Sale Residential Farm 120 sqm. ,"Pililla, Rizal","₱ 8,000/sqm"
For Sale Residential 326 sqm. ,"Laurel, Batangas","₱ 14,417/sqm"
"For Sale Residential Farm 24,813 sqm. ","Bayugan, Agusan del Sur","₱ 2,500/sqm"
For Sale Residential Farm 650 sqm. ,"Nasugbu, Batangas","₱ 3,076/sqm"
For Sale Residential Farm 100 sqm. ,"Norzagaray, Bulacan","₱ 3,500/sqm"
For Sale Residential Farm 388 sqm. ,"Indang, Cavite","₱ 2,800/sqm"
"For Sale Residential Farm 9,106 sqm. ","Batangas City, Batangas","₱ 1,500/sqm"
For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal","₱ 17,500/sqm"
For Sale Residential Farm 388 sqm. ,"Indang, Cavite","₱ 2,800/sqm"
For Sale Commercial 413 sqm. ,"Bocaue, Bulacan","₱ 107,647/sqm"
For Sale Residential Farm 50 sqm. ,"Tanay, Rizal","₱ 6,500/sqm"
"For Sale Raw Land 65,000 sqm. ","Nasugbu, Batangas",₱ 650/sqm
For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal","₱ 17,500/sqm"
For Sale Residential Farm 300 sqm. ,"Pililla, Rizal","₱ 3,900/sqm"
"For Sale Others 6,580,000 sqm. ","Cavinti, Laguna","₱ 3,500/sqm"
For Sale Residential Farm 120 sqm. ,"Tagaytay, Cavite","₱ 12,000/sqm"
For Sale Residential 208 sqm. ,"Taytay, Rizal","₱ 27,916/sqm"
For Sale Residential 566 sqm. ,"Calamba, Laguna","₱ 51,600/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Tabuelan, Cebu","₱ 1,000/sqm"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 5,500/sqm"
For Sale Residential Farm 250 sqm. ,"Amadeo, Cavite","₱ 6,200/sqm"
For Sale Residential 150 sqm. ,"Daanbantayan, Cebu","₱ 7,500/sqm"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite","₱ 3,300/sqm"
"For Sale Agricultural Farm 10,000 sqm. ","Tuy, Batangas",₱ 400/sqm
"For Sale Agricultural Farm 11,843 sqm. ","Cabiao, Nueva Ecija",₱ 135/sqm
For Sale Residential 50 sqm. ,"Lapu-Lapu (Opon), Cebu","₱ 8,580/sqm"
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
For Sale Residential 36 sqm. ,"Pililla, Rizal","₱ 5,994/sqm"
For Sale Commercial 875 sqm. ,"Pililla, Rizal","₱ 10,000/sqm"
"For Sale Residential 3,465 sqm. ","Puerto Princesa, Palawan","₱ 2,500/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite","₱ 1,800/sqm"
"For Sale Agricultural Farm 29,723 sqm. ","Porac, Pampanga",₱ 437/sqm
For Sale Residential 781 sqm. ,"Cotabato City, Maguindanao","₱ 1,792/sqm"
"For Sale Residential Farm 27,413 sqm. ","San Francisco (Aurora), Quezon",₱ 400/sqm
"For Sale Residential Farm 1,000 sqm. ","Nasugbu, Batangas","₱ 3,000/sqm"
"For Sale Agricultural Farm 50,000 sqm. ","Santo Tomas, Davao del Norte",₱ 240/sqm
"For Sale Residential Farm 3,336 sqm. ","Amadeo, Cavite","₱ 2,847/sqm"
For Sale Residential 144 sqm. ,"San Jose del Monte, Bulacan","₱ 11,805/sqm"
"For Sale Agricultural Farm 3,500,000 sqm. ","Iba, Zambales",₱ 250/sqm
"For Sale Agricultural Farm 90,000 sqm. ","Maramag, Bukidnon",₱ 88/sqm
For Sale Residential Farm 500 sqm. ,"Rodriguez (Montalban), Rizal",₱ 550/sqm
For Sale Residential 100 sqm. ,"Consolacion, Cebu","₱ 7,000/sqm"
"For Sale Agricultural Farm 52,000 sqm. ","Kidapawan, Cotabato",₱ 230/sqm
For Sale Commercial 700 sqm. ,"Lapu-Lapu (Opon), Cebu","₱ 10,000/sqm"
For Sale Residential 255 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 4,500/sqm"
For Sale Residential 108 sqm. ,"Cagayan de Oro, Misamis Oriental","₱ 10,000/sqm"
"For Sale Residential Farm 9,000 sqm. ","Amadeo, Cavite","₱ 2,500/sqm"
"For Sale Agricultural Farm 30,001 sqm. ","Coron, Palawan",₱ 199/sqm
For Sale Residential Farm 120 sqm. ,"Indang, Cavite","₱ 4,500/sqm"
For Sale Residential Farm 500 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 2,300/sqm"
For Sale Residential Farm 50 sqm. ,"Pililla, Rizal","₱ 5,000/sqm"
For Sale Residential 150 sqm. ,"Lipa, Batangas","₱ 9,012/sqm"
For Sale Residential 489 sqm. ,"Maribojoc, Bohol",₱ 817/sqm
For Sale Residential 50 sqm. ,"Pililla, Rizal","₱ 5,300/sqm"
For Sale Residential 279 sqm. ,"Biñan, Laguna","₱ 16,000/sqm"
For Sale Residential 50 sqm. ,"Pililla, Rizal","₱ 5,300/sqm"
For Sale Residential 279 sqm. ,"Biñan, Laguna","₱ 16,000/sqm"
"For Sale Residential Farm 36,000 sqm. ","Indang, Cavite",₱ 700/sqm
"For Sale Others 7,395 sqm. ","Silang, Cavite","₱ 2,200/sqm"
For Sale Residential 602 sqm. ,"Tiaong, Quezon","₱ 10,211/sqm"
"For Sale Agricultural Farm 11,223 sqm. ","Alfonso, Cavite","₱ 1,400/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 6,800/sqm"
For Sale Residential 150 sqm. ,"Mendez (Mendez-Nuñez), Cavite","₱ 4,500/sqm"
"For Sale Others 32,292 sqm. ","Tagaytay, Cavite","₱ 14,000/sqm"
"For Sale Residential Farm 6,059 sqm. ","Cavite City, Cavite","₱ 1,300/sqm"
"For Sale Residential Farm 2,100 sqm. ","Indang, Cavite","₱ 3,200/sqm"
"For Sale Residential Farm 2,800 sqm. ","Tagaytay, Cavite","₱ 5,714/sqm"
For Sale Residential Farm 250 sqm. ,"San Mateo, Rizal","₱ 20,000/sqm"
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","₱ 2,520/sqm"
For Sale Residential 196 sqm. ,"Silang, Cavite","₱ 18,000/sqm"
For Sale Residential 250 sqm. ,"San Mateo, Rizal","₱ 20,000/sqm"
"For Sale Agricultural Farm 19,317 sqm. ","San Juan, Batangas","₱ 11,500/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 14,666/sqm"
"For Sale Agricultural Farm 6,545 sqm. ","Ibaan, Batangas","₱ 2,062/sqm"
