,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
352,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,125000.0
353,United States,Microsoft SQL Server,10,Full time employee,Engineer,90,Private business,110000.0
354,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,125000.0
355,United States,Microsoft SQL Server,8,Full time employee,DBA,42,Private business,80000.0
356,United Kingdom,Microsoft SQL Server,9,Full time employee,Architect,55,Private business,60000.0
357,United States,Microsoft SQL Server,8,Full time employee,DBA,42,Government,108250.0
358,United States,Microsoft SQL Server,10,Full time employee,DBA,42,Government,91000.0
359,United States,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,120000.0
360,United States,Microsoft SQL Server,17,Full time employee,Developer,40,Private business,120000.0
361,Canada,Microsoft SQL Server,6,Full time employee,DBA,38,Private business,53000.0
362,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Government,103900.0
363,Germany,Microsoft SQL Server,14,Full time employee,Architect,45,Private business,84826.0
364,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,105000.0
365,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,120000.0
366,United States,Microsoft SQL Server,7,Full time employee,DBA,42,Private business,100000.0
367,United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,38,Private business,41000.0
368,United States,Microsoft SQL Server,23,Full time employee,DBA,45,Private business,130500.0
369,United States,Microsoft SQL Server,20,Full time employee,Architect,45,Private business,149000.0
370,United States,Microsoft SQL Server,5,Full time employee,Data Scientist,40,Private business,58000.0
371,United States,Microsoft SQL Server,6,Full time employee,DBA,45,Government,85000.0
372,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,92000.0
373,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,100000.0
374,United States,Microsoft SQL Server,10,Full time employee,Developer,42,Private business,120000.0
375,United States,Microsoft SQL Server,12,Full time employee,DBA,50,Government,80939.0
376,United States,Microsoft SQL Server,2,Full time employee,Analyst,40,Private business,92000.0
377,United States,Microsoft SQL Server,13,Full time employee,Architect,40,Private business,120000.0
378,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,130000.0
379,United States,Microsoft SQL Server,10,Full time employee,Analyst,40,Private business,90000.0
380,United States,Microsoft SQL Server,10,Full time employee,DBA,38,Private business,96000.0
381,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,98000.0
382,Canada,Microsoft SQL Server,8,Full time employee,DBA,40,Government,75000.0
383,United States,Microsoft SQL Server,13,Full time employee,DBA,45,Private business,91000.0
384,United States,Other,1,Full time employee,Engineer,40,Private business,140000.0
385,Canada,Microsoft SQL Server,18,Full time employee,Architect,40,Private business,81000.0
386,United Kingdom,Microsoft SQL Server,9,Full time employee,Manager,40,Private business,87000.0
387,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Government,76000.0
388,United States,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,105000.0
389,United States,Microsoft SQL Server,15,Independent,Developer,32,Private business,92000.0
390,United States,Microsoft SQL Server,3,Full time employee,Developer,40,Private business,57500.0
391,United States,Microsoft SQL Server,2,Full time employee,DBA,42,Government,55600.0
392,United States,Microsoft SQL Server,3,Full time employee,DBA,42,Private business,39000.0
393,United States,Microsoft SQL Server,25,Full time employee,DBA,45,Government,80000.0
394,United Kingdom,Microsoft SQL Server,14,Full time employee,Developer,44,Private business,75000.0
395,United States,Microsoft SQL Server,24,Full time employee,DBA,50,Private business,90000.0
396,United States,SAP,5,Full time employee,DBA,42,Private business,115000.0
397,United States,Microsoft SQL Server,8,Full time employee,Manager,55,Private business,142500.0
398,United States,Microsoft SQL Server,10,Full time employee,DBA,43,Private business,120000.0
399,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,120000.0
400,United States,Microsoft SQL Server,6,Full time employee,Developer,45,Private business,85000.0
401,United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,37,Private business,55908.0
402,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,37,Government,47414.0
403,United States,Microsoft SQL Server,17,Full time employee,DBA,40,Private business,120000.0
404,United States,Microsoft SQL Server,5,Full time employee,DBA,35,Private business,110000.0
405,United States,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,102000.0
406,United States,Microsoft SQL Server,16,Full time employee,Manager,40,Private business,129780.0
407,United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,155000.0
408,Canada,Microsoft SQL Server,10,Independent,DBA,40,Private business,64500.0
409,United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,120000.0
410,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,98600.0
411,United States,Microsoft SQL Server,15,Full time employee,Manager,50,Private business,90000.0
412,Sweden,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,62666.0
413,Canada,Microsoft SQL Server,16,Full time employee,DBA,38,Government,111214.0
414,Mexico,Microsoft SQL Server,10,Full time employee,DBA,40,Government,20000.0
415,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,115000.0
416,United States,Microsoft SQL Server,18,Full time employee,Architect,50,Private business,200000.0
417,Canada,Microsoft SQL Server,15,Full time employee,DBA,37,Government,65000.0
418,United States,Microsoft SQL Server,2,Full time employee,DBA,40,Government,98000.0
419,United States,Microsoft SQL Server,16,Full time employee,Engineer,40,Private business,146000.0
420,Canada,Microsoft SQL Server,11,Full time employee,DBA,40,Government,65000.0
421,United States,Microsoft SQL Server,17,Full time employee,DBA,45,Private business,115000.0
422,United States,Oracle,15,Full time employee,DBA,50,Private business,136000.0
423,United States,Microsoft SQL Server,16,Full time employee,Developer,40,Private business,127500.0
424,Canada,Microsoft SQL Server,25,Full time employee,DBA,42,Private business,57512.0
425,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,148000.0
426,United States,Microsoft SQL Server,15,Full time employee,DBA,42,Private business,130000.0
427,United States,Microsoft SQL Server,14,Full time employee,Developer,40,Private business,155000.0
428,United States,Microsoft SQL Server,15,Full time employee,Architect,44,Private business,108000.0
429,United States,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,115544.0
430,United States,Microsoft SQL Server,7,Full time employee,DBA,60,Private business,102000.0
431,United States,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,93500.0
432,United States,Microsoft SQL Server,17,Full time employee,Architect,45,Private business,103000.0
433,United States,Microsoft SQL Server,15,Full time employee,DBA,60,Private business,98800.0
434,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,92000.0
435,United States,Microsoft SQL Server,3,Full time employee,DBA,50,Private business,77000.0
436,United States,Microsoft SQL Server,12,Full time employee,Analyst,50,Private business,100000.0
437,United States,Microsoft SQL Server,11,Full time employee,DBA,40,Government,82000.0
438,United States,Microsoft SQL Server,14,Full time employee,DBA,40,Private business,119000.0
439,Netherlands,Microsoft SQL Server,16,Independent,DBA,40,Private business,115000.0
440,United States,Microsoft SQL Server,17,Full time employee,Developer,45,Private business,97000.0
441,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,73000.0
442,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Government,102000.0
443,United States,Microsoft SQL Server,30,Full time employee,DBA,43,Government,90000.0
444,United States,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,90000.0
445,United Kingdom,Microsoft SQL Server,10,Full time employee,Engineer,40,Private business,95000.0
446,United States,Microsoft SQL Server,25,Full time employee,DBA,50,Private business,120000.0
447,United States,Microsoft SQL Server,17,Full time employee,DBA,48,Private business,120000.0
448,United States,Microsoft SQL Server,17,Full time employee,DBA,57,Government,137000.0
449,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,110000.0
450,United States,Microsoft SQL Server,12,Full time employee,DBA,35,Government,120000.0
451,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,105000.0
452,United States,Microsoft SQL Server,10,Full time employee,DBA,50,Private business,92500.0
453,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,62000.0
454,United States,Microsoft SQL Server,17,Full time employee,Manager,37,Private business,40000.0
455,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,77000.0
456,United States,Microsoft SQL Server,14,Full time employee,DBA,42,Private business,84048.0
457,United States,Microsoft SQL Server,10,Full time employee,Architect,60,Private business,88000.0
458,United States,Microsoft SQL Server,4,Full time employee,DBA,50,Student,69725.0
459,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,40000.0
460,United States,Microsoft SQL Server,4,Full time employee,DBA,45,Private business,90000.0
461,United States,Microsoft SQL Server,10,Full time employee,Developer,50,Private business,115000.0
462,United States,Microsoft SQL Server,15,Full time employee,Developer,40,Private business,91520.0
463,United States,Microsoft SQL Server,3,Full time employee,DBA,50,Private business,75000.0
464,United States,Microsoft SQL Server,8,Full time employee,DBA,50,Private business,94000.0
465,United States,Microsoft SQL Server,16,Full time employee,DBA,45,Private business,104500.0
466,United States,Microsoft SQL Server,3,Full time employee,Developer,50,Private business,60000.0
467,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,88000.0
468,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Government,99257.0
469,United States,Oracle,16,Full time employee,Architect,40,Government,130000.0
470,Romania,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,20000.0
471,United States,Microsoft SQL Server,12,Full time employee,DBA,50,Private business,145000.0
472,United States,Microsoft SQL Server,8,Full time employee,DBA,42,Private business,75000.0
473,United States,Microsoft SQL Server,10,Full time employee,DBA,30,Government,125000.0
474,United States,Microsoft SQL Server,12,Full time employee,Architect,40,Private business,102000.0
475,Mexico,Microsoft SQL Server,15,Full time employee,Engineer,45,Private business,40000.0
476,United States,Microsoft SQL Server,12,Full time employee,Engineer,45,Government,82000.0
477,Canada,Microsoft SQL Server,13,Full time employee,DBA,40,Private business,56000.0
478,United States,Microsoft SQL Server,8,Full time employee,Developer,50,Private business,100000.0
479,United States,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,145000.0
480,United States,Microsoft SQL Server,16,Full time employee,DBA,50,Government,120000.0
481,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,100000.0
482,United States,Microsoft SQL Server,10,Full time employee,DBA,42,Private business,110000.0
483,United States,Microsoft SQL Server,10,Full time employee,Analyst,40,Government,90000.0
484,United States,Microsoft SQL Server,20,Full time employee,DBA,45,Private business,120000.0
